gene	mean	median	longest_isoform	merged
ENSG00000273669.1	663	663	663	663
ENSG00000283452.1	147	147	147	147
ENSG00000306029.1	303	303	303	303
ENSG00000278911.2	611	726	747	1287
ENSG00000297039.1	1409	1409	1409	1409
ENSG00000285915.2	715	715	812	1431
ENSG00000305343.1	970	970	970	970
ENSG00000309575.1	1051	1051	1278	1281
ENSG00000309619.1	526	526	607	757
ENSG00000309669.1	494	494	494	494
ENSG00000309603.1	507	507	507	507
ENSG00000309639.1	1217	1217	1217	1217
ENSG00000180011.7	5361	5361	7518	7839
ENSG00000179981.11	5304	5304	5617	5665
ENSG00000306310.1	1062	1062	1062	1062
ENSG00000276993.1	541	541	541	541
ENSG00000304478.1	1605	1605	1605	1605
ENSG00000264116.7	1062	673	2014	2577
ENSG00000206026.7	1875	1834	2554	4009
ENSG00000287281.3	2252	1493	5372	8063
ENSG00000266774.2	762	748	1071	1374
ENSG00000287295.2	1320	1320	1320	1320
ENSG00000308849.1	1270	1270	1270	1270
ENSG00000294451.1	964	964	1303	1603
ENSG00000294476.1	1516	1516	1580	2329
ENSG00000287993.2	1002	1002	1002	1002
ENSG00000261194.2	1718	1718	2404	2404
ENSG00000298121.1	639	639	639	639
ENSG00000307624.1	428	428	428	428
ENSG00000266460.1	597	597	597	597
ENSG00000275827.1	169	169	169	169
ENSG00000299915.1	440	440	440	440
ENSG00000295163.1	787	787	787	787
ENSG00000310221.1	979	979	979	979
ENSG00000264108.1	211	211	211	211
ENSG00000304954.1	1310	1310	1310	1310
ENSG00000306824.1	1384	1384	1384	1384
ENSG00000310300.1	715	715	843	1255
ENSG00000263547.3	2794	2794	2794	2794
ENSG00000266743.3	1305	1052	1940	4309
ENSG00000264260.3	732	664	1071	1654
ENSG00000264595.1	594	594	594	594
ENSG00000266014.3	1234	1202	1491	3355
ENSG00000307736.1	687	687	687	687
ENSG00000304765.1	747	747	747	747
ENSG00000101493.11	8678	8678	8678	8678
ENSG00000263982.1	398	398	398	398
ENSG00000280205.1	3765	3765	3765	3765
ENSG00000265778.5	744	631	1285	1443
ENSG00000303238.1	476	476	476	476
ENSG00000275763.3	2076	2076	2076	2076
ENSG00000305120.1	818	818	957	1507
ENSG00000305158.1	1185	1185	1185	1185
ENSG00000266256.4	1993	1695	3960	15558
ENSG00000305192.1	756	756	756	756
ENSG00000266312.3	1243	1354	1601	3721
ENSG00000286090.1	752	752	752	752
ENSG00000305177.1	580	580	580	580
ENSG00000305143.1	1988	1835	2385	3634
ENSG00000306934.1	962	962	962	962
ENSG00000265934.1	478	478	478	478
ENSG00000308933.1	601	601	601	601
ENSG00000265836.1	537	537	537	537
ENSG00000265626.1	182	182	182	182
ENSG00000308029.1	794	785	949	1463
ENSG00000264278.2	1019	1020	1295	2253
ENSG00000252097.1	111	111	111	111
ENSG00000130856.18	9140	9140	10157	10404
ENSG00000244229.1	460	460	460	460
ENSG00000275355.1	265	265	265	265
ENSG00000265261.1	2747	2747	2747	2747
ENSG00000266844.2	707	737	859	2316
ENSG00000197971.16	1756	1153	4844	7350
ENSG00000279811.1	3998	3998	3998	3998
ENSG00000287680.2	1539	1539	1539	1539
ENSG00000308597.1	492	492	492	492
ENSG00000308562.1	677	677	677	677
ENSG00000275178.2	1628	1628	1628	1628
ENSG00000279433.1	2254	2254	2254	2254
ENSG00000278330.1	1957	1957	3087	3125
ENSG00000309160.1	388	388	388	388
ENSG00000309823.1	2095	2095	2095	2095
ENSG00000265844.2	716	728	860	1771
ENSG00000309801.1	832	764	1374	1685
ENSG00000166573.6	10749	10749	10749	10749
ENSG00000305981.1	629	629	629	629
ENSG00000264015.3	1320	1573	1584	3480
ENSG00000199392.1	127	127	127	127
ENSG00000264736.1	1990	1990	1990	1990
ENSG00000286727.2	1574	1574	1786	3051
ENSG00000264693.1	661	661	661	661
ENSG00000271702.1	275	275	275	275
ENSG00000293804.1	557	557	557	557
ENSG00000297856.1	493	493	493	493
ENSG00000252260.1	104	104	104	104
ENSG00000299770.1	478	478	478	478
ENSG00000265843.4	1240	1196	2052	3379
ENSG00000304352.1	1154	1154	1154	1154
ENSG00000199728.1	107	107	107	107
ENSG00000300249.1	786	786	786	786
ENSG00000266213.1	2727	2727	2727	2727
ENSG00000294768.1	756	756	756	756
ENSG00000297302.1	594	594	594	594
ENSG00000296646.1	1139	1139	1139	1139
ENSG00000299142.1	576	576	576	576
ENSG00000301051.1	979	979	979	979
ENSG00000301072.1	514	514	514	514
ENSG00000265644.2	573	573	573	573
ENSG00000265378.1	397	397	397	397
ENSG00000301588.1	1389	1389	1389	1389
ENSG00000201723.2	94	94	94	94
ENSG00000306158.1	771	771	771	771
ENSG00000304577.1	951	951	951	951
ENSG00000304553.1	2092	2092	2092	2092
ENSG00000298930.1	1127	1127	1152	2070
ENSG00000266273.2	950	664	1870	2295
ENSG00000306209.1	892	892	892	892
ENSG00000296053.1	1099	1099	1099	1099
ENSG00000266586.1	179	179	179	179
ENSG00000265101.1	523	523	523	523
ENSG00000287758.1	1245	1245	1245	1245
ENSG00000301291.1	721	721	721	721
ENSG00000263146.4	1051	1051	1256	1423
ENSG00000256463.10	4666	3997	6007	6399
ENSG00000308736.1	1035	1047	1115	1789
ENSG00000166377.21	3446	4329	4361	5454
ENSG00000279416.1	1302	1302	1302	1302
ENSG00000295669.1	309	309	309	309
ENSG00000267655.1	714	714	714	714
ENSG00000279474.1	2167	2167	2167	2167
ENSG00000286245.1	3913	3913	3913	3913
ENSG00000267628.2	784	784	784	784
ENSG00000267015.2	427	427	427	427
ENSG00000279077.1	2110	2110	2110	2110
ENSG00000294167.1	941	941	941	941
ENSG00000299053.1	383	383	383	383
ENSG00000131196.18	3564	3558	4873	7587
ENSG00000279637.1	1945	1945	1945	1945
ENSG00000286186.2	2984	2984	2984	2984
ENSG00000275186.1	568	568	568	568
ENSG00000279981.1	2291	2291	2291	2291
ENSG00000279397.1	260	260	260	260
ENSG00000286296.1	1185	1185	1185	1185
ENSG00000303712.1	701	701	701	701
ENSG00000267287.2	2037	1216	4167	5883
ENSG00000300730.1	635	635	635	635
ENSG00000301314.1	740	740	857	929
ENSG00000267409.2	817	817	1049	1411
ENSG00000301485.1	1344	1344	1344	1344
ENSG00000178412.4	1848	1848	2586	3262
ENSG00000060069.18	3641	3641	3744	3744
ENSG00000266901.1	474	474	474	474
ENSG00000296357.1	1506	1506	1506	1506
ENSG00000304742.1	753	753	753	753
ENSG00000266924.2	669	669	703	911
ENSG00000267780.3	750	605	1118	1909
ENSG00000178342.5	1876	1876	1876	1876
ENSG00000298279.1	1170	1170	1506	1508
ENSG00000302157.1	489	489	489	489
ENSG00000278075.1	349	349	349	349
ENSG00000122490.19	2088	2475	2544	2544
ENSG00000287879.1	2662	2662	2662	2662
ENSG00000226742.4	689	689	689	689
ENSG00000141759.15	1205	710	3472	4111
ENSG00000267127.7	2218	2218	2218	2218
ENSG00000101546.13	3404	3404	5590	5590
ENSG00000261126.7	3268	3268	5187	6428
ENSG00000266909.1	553	553	553	553
ENSG00000101544.9	5157	5157	5157	5157
ENSG00000267270.9	1879	1728	3333	6196
ENSG00000178184.16	2216	2216	3836	4137
ENSG00000278000.1	662	662	662	662
ENSG00000267251.2	2035	2035	2035	2035
ENSG00000292982.2	580	531	1147	3838
ENSG00000282458.2	173	173	173	173
ENSG00000282542.1	776	776	776	776
ENSG00000282798.1	806	806	806	806
ENSG00000282807.4	1125	1125	1404	1404
ENSG00000283801.1	138	138	138	138
ENSG00000282591.2	1305	1305	1305	1305
ENSG00000295826.1	589	589	589	589
ENSG00000290363.2	1348	1348	1788	1989
ENSG00000282137.1	913	913	913	913
ENSG00000267310.3	938	938	938	938
ENSG00000176695.8	2103	2586	2669	2669
ENSG00000267792.1	328	328	328	328
ENSG00000295047.1	532	532	532	532
ENSG00000266971.1	937	937	937	937
ENSG00000282535.1	1018	1018	1018	1018
ENSG00000282508.3	732	569	2160	9459
ENSG00000281379.3	211	211	211	211
ENSG00000282059.1	2357	2357	2357	2357
ENSG00000282416.1	757	757	757	757
ENSG00000282051.2	436	436	436	436
ENSG00000292987.1	381	381	381	381
ENSG00000282339.1	676	676	676	676
ENSG00000222329.1	104	104	104	104
ENSG00000309860.1	832	832	832	832
ENSG00000282393.1	3021	3021	3021	3021
ENSG00000141934.10	1301	1279	1397	1516
ENSG00000267124.2	542	542	542	542
ENSG00000105556.12	2769	2769	2769	2769
ENSG00000105549.11	1340	1211	1649	1848
ENSG00000286667.2	1929	1929	2226	2690
ENSG00000267443.2	529	529	529	529
ENSG00000294079.1	776	776	776	776
ENSG00000183186.8	3099	3099	3099	3099
ENSG00000129946.11	2525	2525	2525	2525
ENSG00000297401.1	1444	1444	1444	1444
ENSG00000252539.1	112	112	112	112
ENSG00000181781.10	1491	1491	1589	1604
ENSG00000099866.16	1294	1425	1723	2437
ENSG00000266933.3	1078	1078	1306	2072
ENSG00000141933.9	1114	1114	1114	1114
ENSG00000099804.9	1418	1418	1418	1418
ENSG00000197540.8	932	932	941	945
ENSG00000267751.7	897	838	1196	1522
ENSG00000172270.22	1575	1605	1946	2585
ENSG00000099822.3	3420	3420	3420	3420
ENSG00000267036.2	871	871	871	871
ENSG00000306481.1	821	821	821	821
ENSG00000099821.14	3771	3771	3771	3771
ENSG00000301079.1	818	818	818	818
ENSG00000261204.1	433	433	433	433
ENSG00000070388.12	1308	1308	1329	1329
ENSG00000070423.18	1631	1631	1631	1631
ENSG00000267666.3	3319	3319	3319	3319
ENSG00000308766.1	588	588	588	588
ENSG00000070404.10	1534	1446	2501	2681
ENSG00000185198.12	1065	1065	1090	1090
ENSG00000213726.5	820	820	820	820
ENSG00000304043.1	547	547	547	547
ENSG00000099864.18	2513	2513	2891	2926
ENSG00000306429.1	966	966	966	966
ENSG00000099812.9	2885	2885	2885	2885
ENSG00000272473.3	913	825	1473	2717
ENSG00000267530.6	1296	1296	1296	1296
ENSG00000011304.22	3105	3185	3691	3816
ENSG00000284361.1	62	62	62	62
ENSG00000129951.19	2395	2346	2635	2719
ENSG00000263414.1	70	70	70	70
ENSG00000172232.10	1310	1310	1713	1782
ENSG00000196415.10	1011	1011	1036	1107
ENSG00000197561.7	968	968	1028	1028
ENSG00000197766.9	1038	1010	1191	1362
ENSG00000175221.16	3180	3229	3420	3477
ENSG00000207507.1	107	107	107	107
ENSG00000198858.10	1235	1765	1803	1896
ENSG00000301022.1	447	447	447	447
ENSG00000116014.10	1294	1294	1624	1624
ENSG00000116017.11	5948	5948	5948	5948
ENSG00000267159.3	475	475	475	475
ENSG00000306406.1	399	399	399	399
ENSG00000275162.1	341	341	341	341
ENSG00000294172.1	402	402	402	402
ENSG00000065268.11	1493	1493	1521	1534
ENSG00000266990.1	641	641	641	641
ENSG00000116032.5	3281	3281	3281	3281
ENSG00000182087.14	2592	2581	2687	2912
ENSG00000274177.1	440	440	440	440
ENSG00000301067.1	368	368	368	368
ENSG00000207357.1	107	107	107	107
ENSG00000064666.15	1995	2109	2194	2337
ENSG00000279753.1	338	338	338	338
ENSG00000064687.13	6815	6815	6815	6815
ENSG00000180448.11	3955	4152	4272	5279
ENSG00000099817.12	1657	1422	2854	2859
ENSG00000167468.20	843	826	997	1347
ENSG00000064932.16	4768	4861	4906	5039
ENSG00000290166.2	520	520	520	520
ENSG00000306100.1	696	696	696	696
ENSG00000118046.18	3355	3263	5773	6708
ENSG00000267736.2	634	634	634	634
ENSG00000099625.14	3331	3281	4261	4346
ENSG00000267778.2	618	618	844	1078
ENSG00000099624.8	778	704	995	1000
ENSG00000298805.1	952	952	952	952
ENSG00000288704.2	914	894	1105	1341
ENSG00000167470.14	3648	3793	3892	3942
ENSG00000099622.14	1368	1197	3346	3986
ENSG00000267493.4	1356	1356	1356	1356
ENSG00000228300.14	769	769	870	969
ENSG00000295949.1	1005	1005	1222	1645
ENSG00000099617.4	2424	2424	2424	2424
ENSG00000240846.2	319	319	319	319
ENSG00000267372.2	1238	1238	1238	1238
ENSG00000160953.17	3485	4058	4232	4401
ENSG00000279488.1	2127	2127	2127	2127
ENSG00000267755.1	392	392	392	392
ENSG00000115286.21	1444	1060	2818	3194
ENSG00000280486.2	2711	2711	2711	2711
ENSG00000248015.7	3571	3571	3571	3571
ENSG00000130005.13	1210	1110	1769	2243
ENSG00000071626.17	2179	2170	2290	2293
ENSG00000115268.10	587	556	873	1291
ENSG00000268798.1	1100	1100	1100	1100
ENSG00000301705.1	415	415	513	691
ENSG00000115266.12	10662	10179	11656	11874
ENSG00000267317.2	911	911	911	911
ENSG00000119559.17	1515	1441	2403	3950
ENSG00000115257.15	2603	2603	2603	2603
ENSG00000115255.12	1400	1400	1441	1441
ENSG00000185761.11	2108	2108	2683	2853
ENSG00000185988.15	2110	2119	2520	3531
ENSG00000267092.2	457	457	457	457
ENSG00000181588.17	3114	3114	3114	3114
ENSG00000239367.2	286	286	286	286
ENSG00000071655.18	4659	5518	5678	6170
ENSG00000279009.1	148	148	148	148
ENSG00000267059.2	1002	1002	1002	1002
ENSG00000127540.12	852	753	1299	1911
ENSG00000071564.19	3872	3988	4735	5217
ENSG00000252933.1	104	104	104	104
ENSG00000275642.1	281	281	281	281
ENSG00000309855.1	1058	1070	1420	2049
ENSG00000267073.2	655	655	655	655
ENSG00000205922.5	7185	7185	7185	7185
ENSG00000130270.16	3956	4014	5095	6447
ENSG00000079313.15	3251	3251	4609	4971
ENSG00000267007.1	447	447	447	447
ENSG00000284216.1	80	80	80	80
ENSG00000267244.5	956	695	1697	1697
ENSG00000304012.1	305	305	305	305
ENSG00000267125.2	500	500	500	500
ENSG00000129911.9	1514	1133	2901	2966
ENSG00000267141.1	607	607	607	607
ENSG00000302738.1	650	650	650	650
ENSG00000261526.4	1230	1230	1230	1230
ENSG00000267232.1	581	581	581	581
ENSG00000129968.17	1575	1679	1781	1934
ENSG00000227500.11	2085	2501	2584	2710
ENSG00000213638.6	1599	1599	1599	1599
ENSG00000303713.1	555	555	555	555
ENSG00000303728.1	501	501	501	501
ENSG00000133275.16	2895	2895	2895	2895
ENSG00000180846.9	1288	1288	1288	1288
ENSG00000133243.10	2629	2629	2629	2629
ENSG00000267283.1	661	661	661	661
ENSG00000279653.1	1002	1002	1002	1002
ENSG00000275468.1	929	929	929	929
ENSG00000267180.1	199	199	199	199
ENSG00000099875.16	1758	1309	3785	4076
ENSG00000300005.1	987	987	987	987
ENSG00000172081.14	2229	2229	3387	3427
ENSG00000099840.14	928	934	975	1429
ENSG00000065000.20	4977	4997	5065	5065
ENSG00000104885.19	6560	6560	7652	8263
ENSG00000267122.1	2738	2738	2738	2738
ENSG00000104886.12	1290	1155	2250	2970
ENSG00000221411.1	88	88	88	88
ENSG00000284129.1	98	98	98	98
ENSG00000104897.10	1619	1619	1619	1619
ENSG00000104899.8	1809	1809	1809	1809
ENSG00000284272.1	80	80	80	80
ENSG00000167476.10	1138	1138	1138	1138
ENSG00000104904.13	1089	1102	1148	1149
ENSG00000273734.1	1268	1268	1268	1268
ENSG00000188305.6	2564	2564	2564	2564
ENSG00000220008.4	3489	3489	4738	4940
ENSG00000288156.1	2609	2609	2609	2609
ENSG00000286880.1	1225	1225	1225	1225
ENSG00000130332.15	526	512	575	600
ENSG00000005206.17	2573	2521	3691	5366
ENSG00000178297.15	3504	3479	3576	3603
ENSG00000099800.8	1147	1147	1664	1664
ENSG00000176619.13	4634	4634	4634	4634
ENSG00000283728.1	87	87	87	87
ENSG00000267201.2	371	371	371	371
ENSG00000099860.10	1277	1371	1696	2104
ENSG00000301105.1	1201	1201	1514	2124
ENSG00000305662.1	580	580	631	783
ENSG00000252962.1	95	95	95	95
ENSG00000176533.13	4193	4193	4193	4193
ENSG00000105694.3	317	317	317	317
ENSG00000307830.1	373	373	373	373
ENSG00000263974.2	273	273	273	273
ENSG00000307793.1	347	347	347	347
ENSG00000307809.1	529	529	529	529
ENSG00000267412.1	1708	1708	1708	1708
ENSG00000277904.1	79	79	79	79
ENSG00000267214.1	454	454	454	454
ENSG00000267749.1	2016	2016	2016	2016
ENSG00000276097.1	578	578	578	578
ENSG00000176490.5	2076	2076	3378	3408
ENSG00000267001.1	543	543	543	543
ENSG00000286460.1	2520	2520	2520	2520
ENSG00000261342.1	1585	1585	1585	1585
ENSG00000141873.11	1842	1367	2940	3985
ENSG00000104969.11	2330	2227	2854	2948
ENSG00000172009.15	2836	1877	4761	5775
ENSG00000172006.12	2426	2426	3704	3811
ENSG00000304546.1	474	474	474	474
ENSG00000186300.12	5387	5387	8504	8535
ENSG00000267063.2	619	619	619	619
ENSG00000287766.1	1424	1424	1424	1424
ENSG00000172000.7	4108	4108	6574	6574
ENSG00000267398.1	326	326	326	326
ENSG00000266938.1	598	598	598	598
ENSG00000171970.14	1872	1872	1970	2022
ENSG00000253392.5	1265	1100	1879	2723
ENSG00000175691.9	2040	2040	2040	2040
ENSG00000279452.1	1610	1610	1610	1610
ENSG00000288906.2	1008	1008	1008	1008
ENSG00000104953.20	1438	1883	1977	2225
ENSG00000065717.16	2112	2375	2812	3032
ENSG00000267469.1	564	564	564	564
ENSG00000104964.15	1541	1798	1884	2353
ENSG00000298869.1	462	462	462	462
ENSG00000296665.1	533	533	533	533
ENSG00000088256.9	4190	4190	4190	4190
ENSG00000267139.1	452	452	452	452
ENSG00000267688.2	472	472	472	472
ENSG00000266944.1	362	362	362	362
ENSG00000060558.4	2273	2273	2273	2273
ENSG00000267551.3	2319	2319	2319	2319
ENSG00000125910.6	1564	1564	1564	1564
ENSG00000289471.2	383	383	383	383
ENSG00000299541.1	888	888	888	888
ENSG00000125912.11	2875	2875	3680	4047
ENSG00000161082.13	3082	3082	4268	4746
ENSG00000267448.7	574	574	574	574
ENSG00000141905.19	4446	1755	8471	9160
ENSG00000305183.1	632	632	632	632
ENSG00000280103.1	402	402	402	402
ENSG00000279599.1	208	208	208	208
ENSG00000304357.1	442	442	442	442
ENSG00000095932.7	930	820	1312	1481
ENSG00000284638.2	1182	1182	1182	1182
ENSG00000129932.10	1760	1760	1763	1794
ENSG00000297875.1	602	602	602	602
ENSG00000105325.15	2846	2497	5178	5896
ENSG00000252408.1	73	73	73	73
ENSG00000161091.15	2137	2137	2137	2137
ENSG00000183397.6	664	664	675	675
ENSG00000267436.1	565	565	565	565
ENSG00000267231.1	369	369	369	369
ENSG00000279590.1	682	682	682	682
ENSG00000305820.1	343	343	343	343
ENSG00000266959.1	154	154	154	154
ENSG00000305832.1	258	258	258	258
ENSG00000064961.19	1585	1585	1585	1585
ENSG00000179855.9	4230	4230	4410	4423
ENSG00000006638.13	1983	1814	2642	2642
ENSG00000226800.6	1913	1913	1913	1913
ENSG00000105298.14	3017	2797	3583	3608
ENSG00000186111.11	3737	3326	5069	6475
ENSG00000267304.1	482	482	482	482
ENSG00000105289.15	2996	3007	3076	3298
ENSG00000011132.12	2176	2176	2176	2176
ENSG00000267205.1	556	556	556	556
ENSG00000267138.1	337	337	337	337
ENSG00000183617.5	608	608	608	608
ENSG00000173976.16	2283	2283	2421	2421
ENSG00000267148.1	187	187	187	187
ENSG00000007264.15	1962	1994	2098	2546
ENSG00000105278.12	1449	715	4766	5957
ENSG00000266989.1	534	534	534	534
ENSG00000167654.18	3937	3937	4971	5035
ENSG00000307697.1	355	355	355	355
ENSG00000266627.2	262	262	262	262
ENSG00000289254.2	622	504	1019	1656
ENSG00000077009.14	964	1004	1160	1175
ENSG00000294388.1	1384	1384	1953	1953
ENSG00000167657.14	2195	2195	2286	2286
ENSG00000283928.1	99	99	99	99
ENSG00000167658.16	3158	3158	3158	3158
ENSG00000206775.1	66	66	66	66
ENSG00000305677.1	289	289	289	289
ENSG00000105229.7	3069	3069	3069	3069
ENSG00000178951.9	4260	4260	6437	6740
ENSG00000268670.1	684	684	684	684
ENSG00000296810.1	1002	1002	1217	1290
ENSG00000302361.1	445	445	445	445
ENSG00000299077.1	801	801	801	801
ENSG00000126934.15	1727	1727	1727	1727
ENSG00000278007.1	241	241	241	241
ENSG00000060566.14	1734	1483	2588	2588
ENSG00000077463.15	1493	1506	1600	1669
ENSG00000089847.13	3858	3838	4026	4471
ENSG00000306086.1	952	952	1147	1641
ENSG00000105246.6	1158	1158	1158	1158
ENSG00000280247.1	1020	1020	1020	1020
ENSG00000105248.16	1431	1431	1431	1431
ENSG00000303295.1	353	353	359	451
ENSG00000105251.11	1819	1819	1910	1910
ENSG00000167664.9	824	851	1262	1267
ENSG00000105255.11	1733	1733	1833	1833
ENSG00000296069.1	449	449	449	449
ENSG00000178078.12	1442	1442	1508	1514
ENSG00000269425.1	279	279	279	279
ENSG00000298461.1	391	391	391	391
ENSG00000008382.16	1552	1567	1614	1657
ENSG00000269807.1	357	357	357	357
ENSG00000267938.1	334	334	334	334
ENSG00000269318.1	1812	1812	1812	1812
ENSG00000141985.9	2038	2194	2516	2516
ENSG00000267980.1	746	746	746	746
ENSG00000167670.16	3366	3366	3366	3366
ENSG00000267255.1	569	569	569	569
ENSG00000167671.12	1862	1862	1915	1993
ENSG00000266437.1	71	71	71	71
ENSG00000267030.1	540	540	540	540
ENSG00000280239.1	2027	2027	2027	2027
ENSG00000267769.1	510	510	510	510
ENSG00000267011.5	418	418	478	837
ENSG00000167674.15	2261	2261	2267	2267
ENSG00000167676.5	6493	6493	6502	6505
ENSG00000214456.8	1760	1903	2470	4292
ENSG00000267385.1	1803	1803	1803	1803
ENSG00000171236.10	2605	2605	2605	2605
ENSG00000167680.18	3307	3862	4026	4181
ENSG00000302622.1	1046	1046	1046	1046
ENSG00000267408.1	486	486	486	486
ENSG00000185361.9	3830	3830	3845	3959
ENSG00000074842.8	851	851	990	1253
ENSG00000268565.1	392	392	392	392
ENSG00000142002.19	3671	4040	4426	5475
ENSG00000205790.2	2016	1875	3071	5521
ENSG00000303840.1	520	520	520	520
ENSG00000176840.15	968	974	1062	1270
ENSG00000268536.3	965	965	1087	1789
ENSG00000207630.1	110	110	110	110
ENSG00000141965.5	9540	9540	9540	9540
ENSG00000269604.1	3568	3568	3568	3568
ENSG00000290068.1	446	446	446	446
ENSG00000127666.11	2684	2684	2684	2684
ENSG00000267484.1	511	511	511	511
ENSG00000105355.9	1973	2154	2232	2259
ENSG00000205784.5	1700	1700	1734	1794
ENSG00000276043.5	3516	3898	4309	5145
ENSG00000263409.1	54	54	54	54
ENSG00000127663.16	4974	5568	5703	7455
ENSG00000105426.19	5072	5993	7356	7776
ENSG00000267550.1	346	346	346	346
ENSG00000296960.1	553	553	553	553
ENSG00000239524.2	400	400	400	400
ENSG00000274447.2	837	837	837	837
ENSG00000295263.1	474	474	474	474
ENSG00000295242.1	586	586	586	586
ENSG00000297997.1	419	419	419	419
ENSG00000105428.6	1440	1440	1440	1440
ENSG00000223573.7	1593	603	3652	4071
ENSG00000233270.1	279	279	279	279
ENSG00000130254.13	3176	3176	3185	3185
ENSG00000300016.1	655	655	655	655
ENSG00000160633.13	2942	3028	3064	3064
ENSG00000130255.13	587	556	874	1398
ENSG00000174917.9	629	616	769	1113
ENSG00000167733.14	1496	1546	1884	2560
ENSG00000196365.12	2904	2918	3092	3465
ENSG00000174898.16	2556	2556	2556	2556
ENSG00000212123.4	1373	1373	1373	1373
ENSG00000267157.1	581	581	581	581
ENSG00000141994.16	1696	1696	2038	2081
ENSG00000171119.3	1528	1528	1528	1528
ENSG00000289543.3	1243	1243	1243	1243
ENSG00000156413.15	2415	2598	3326	3386
ENSG00000171124.14	2246	2199	2565	2587
ENSG00000267709.2	1188	1188	1188	1188
ENSG00000130383.7	1952	1952	1988	1992
ENSG00000267740.5	506	506	506	506
ENSG00000174886.15	1734	2154	2475	4257
ENSG00000266941.1	341	341	341	341
ENSG00000267314.1	580	580	580	580
ENSG00000187650.4	2240	2240	2240	2240
ENSG00000267571.2	2351	2351	2351	2351
ENSG00000105519.18	1663	1663	1789	2204
ENSG00000031823.14	2491	2484	3233	3233
ENSG00000302284.1	430	430	430	430
ENSG00000266983.4	677	571	1184	3247
ENSG00000308886.1	1345	1345	1345	1345
ENSG00000308868.1	939	939	939	939
ENSG00000087903.13	3377	3595	3959	4088
ENSG00000267262.3	408	370	567	1027
ENSG00000267589.1	418	418	418	418
ENSG00000267299.1	325	325	325	325
ENSG00000294431.1	391	391	391	391
ENSG00000130377.14	2703	2734	2759	2778
ENSG00000267415.1	187	187	187	187
ENSG00000284490.1	216	216	216	216
ENSG00000130382.9	2956	2956	4532	4854
ENSG00000267563.1	523	523	523	523
ENSG00000280394.1	402	402	402	402
ENSG00000167769.5	1428	1428	1428	1428
ENSG00000269802.2	497	497	559	807
ENSG00000125656.12	1889	2410	2514	2579
ENSG00000125652.8	709	603	970	1093
ENSG00000125650.5	2306	2306	3911	3911
ENSG00000125651.14	2432	2432	2432	2432
ENSG00000269444.1	447	447	447	447
ENSG00000274390.1	66	66	66	66
ENSG00000273758.1	63	63	63	63
ENSG00000293438.2	763	763	763	763
ENSG00000214347.9	625	625	625	625
ENSG00000088247.19	3634	3634	4276	4276
ENSG00000284159.1	102	102	102	102
ENSG00000181240.14	1535	1535	1535	1535
ENSG00000125648.15	2453	2453	3482	3577
ENSG00000130545.16	973	909	1443	1600
ENSG00000205744.10	2595	2595	2795	2795
ENSG00000275234.1	688	688	688	688
ENSG00000104833.12	1308	1332	2277	2755
ENSG00000268203.1	296	296	296	296
ENSG00000268191.1	520	520	520	520
ENSG00000297507.1	341	341	341	341
ENSG00000125657.5	1634	1634	1634	1634
ENSG00000268742.1	540	540	540	540
ENSG00000269546.1	717	717	717	717
ENSG00000199223.1	102	102	102	102
ENSG00000125726.11	896	896	911	1207
ENSG00000268785.1	727	727	727	727
ENSG00000125735.12	3433	4336	4487	4780
ENSG00000125730.18	3005	3091	5231	5485
ENSG00000297005.1	367	380	423	621
ENSG00000276980.1	1357	1357	1357	1357
ENSG00000125734.16	2021	2021	2034	2305
ENSG00000283950.1	67	67	67	67
ENSG00000125733.18	2102	2121	2249	2582
ENSG00000269680.1	686	686	686	686
ENSG00000125731.13	2147	2147	2281	2368
ENSG00000141968.8	2767	2775	2892	3057
ENSG00000174837.15	2872	2939	3112	3233
ENSG00000280091.1	1839	1839	1839	1839
ENSG00000269385.1	272	272	272	272
ENSG00000276568.1	285	285	285	285
ENSG00000302223.1	544	544	544	544
ENSG00000290427.2	2232	2232	2810	3527
ENSG00000268845.2	573	573	573	573
ENSG00000268758.8	1810	1810	1810	1810
ENSG00000309472.1	936	936	1065	1070
ENSG00000269761.1	1063	1063	1063	1063
ENSG00000283679.1	796	796	796	796
ENSG00000196589.8	841	841	841	841
ENSG00000237247.6	778	778	778	778
ENSG00000205718.10	774	774	774	774
ENSG00000230522.5	793	793	793	793
ENSG00000182315.10	920	944	1003	1114
ENSG00000130544.12	5747	5747	5759	5759
ENSG00000301807.1	1031	1110	1225	1448
ENSG00000171105.14	9208	9208	9463	9473
ENSG00000303888.1	385	385	454	498
ENSG00000306258.1	1238	1238	1238	1238
ENSG00000267852.2	664	664	664	664
ENSG00000104880.19	5738	5514	6681	7437
ENSG00000104883.8	1211	1211	1345	1431
ENSG00000198723.11	1690	1690	1690	1690
ENSG00000267952.1	382	382	382	382
ENSG00000305089.1	907	907	907	907
ENSG00000198816.7	1968	1968	1968	1968
ENSG00000269371.1	293	293	293	293
ENSG00000090674.16	2084	2084	2084	2084
ENSG00000305109.1	2857	2857	2857	2857
ENSG00000268614.1	942	942	942	942
ENSG00000032444.17	4494	4502	4617	5114
ENSG00000307753.1	334	334	334	334
ENSG00000076826.10	4158	4158	4179	4218
ENSG00000273657.1	67	67	67	67
ENSG00000076924.12	2647	2647	2647	2647
ENSG00000229833.11	410	332	663	1093
ENSG00000268400.6	1975	1975	1975	1975
ENSG00000174788.10	602	602	747	770
ENSG00000268204.1	843	843	843	843
