gene	mean	median	longest_isoform	merged
ENSG00000141905.19	3070	1558	8471	10321
ENSG00000305183.1	632	632	632	632
ENSG00000280103.1	402	402	402	402
ENSG00000279599.1	208	208	208	208
ENSG00000304357.1	442	442	442	442
ENSG00000095932.7	773	740	1312	1481
ENSG00000284638.2	1182	1182	1182	1182
ENSG00000129932.10	1276	1320	1763	2121
ENSG00000297875.1	527	527	602	668
ENSG00000105325.15	1698	1215	5178	6477
ENSG00000252408.1	73	73	73	73
ENSG00000161091.15	1005	777	2137	5290
ENSG00000183397.6	664	664	675	675
ENSG00000267436.1	565	565	565	565
ENSG00000267231.1	369	369	369	369
ENSG00000279590.1	682	682	682	682
ENSG00000305820.1	343	343	343	343
ENSG00000266959.1	154	154	154	154
ENSG00000305832.1	258	258	258	258
ENSG00000064961.19	901	750	2434	3857
ENSG00000179855.9	4230	4230	4410	4423
ENSG00000006638.13	1605	1654	2642	2827
ENSG00000226800.6	829	312	1913	2181
ENSG00000105298.14	2037	2249	3583	5948
ENSG00000186111.11	2626	2611	5223	7106
ENSG00000267304.1	482	482	482	482
ENSG00000105289.15	1684	856	3076	3964
ENSG00000011132.12	1431	777	4250	5596
ENSG00000267205.1	556	556	556	556
ENSG00000267138.1	337	337	337	337
ENSG00000183617.5	549	549	608	985
ENSG00000173976.16	2283	2283	2421	2421
ENSG00000267148.1	187	187	187	187
ENSG00000007264.15	1086	724	2098	4138
ENSG00000105278.12	1124	656	4766	6088
ENSG00000266989.1	534	534	534	534
ENSG00000167654.18	1901	1252	4971	5304
ENSG00000307697.1	355	355	355	355
ENSG00000266627.2	262	262	262	262
ENSG00000289254.2	622	504	1019	1656
ENSG00000077009.14	868	869	1160	1175
ENSG00000294388.1	1260	1256	1953	2727
ENSG00000167657.14	1280	671	2286	3549
ENSG00000283928.1	99	99	99	99
ENSG00000167658.16	858	573	3158	4021
ENSG00000206775.1	66	66	66	66
ENSG00000305677.1	289	289	289	289
ENSG00000105229.7	941	584	3069	3556
ENSG00000178951.9	4260	4260	6437	6740
ENSG00000268670.1	684	684	684	684
ENSG00000296810.1	819	758	1217	1489
ENSG00000302361.1	445	445	445	445
ENSG00000299077.1	607	607	801	935
ENSG00000126934.15	1392	923	3491	7767
ENSG00000278007.1	241	241	241	241
ENSG00000060566.14	1500	1475	2588	2648
ENSG00000077463.15	1154	1361	1600	2749
ENSG00000089847.13	2567	3117	4026	4522
ENSG00000306086.1	811	757	1147	1902
ENSG00000105246.6	763	763	1158	1256
ENSG00000280247.1	1020	1020	1020	1020
ENSG00000105248.16	1115	1115	1431	1668
ENSG00000303295.1	327	345	359	631
ENSG00000105251.11	973	558	1910	2144
ENSG00000167664.9	824	851	1262	1267
ENSG00000105255.11	1032	886	1833	3113
ENSG00000296069.1	449	449	449	449
ENSG00000178078.12	963	811	2043	2766
ENSG00000269425.1	279	279	279	279
ENSG00000298461.1	391	391	391	391
ENSG00000008382.16	1251	1511	1614	2049
ENSG00000269807.1	357	357	357	357
ENSG00000267938.1	334	334	334	334
ENSG00000269318.1	1812	1812	1812	1812
ENSG00000141985.9	1391	1220	2516	3685
ENSG00000267980.1	746	746	746	746
ENSG00000167670.16	1035	564	3366	4326
ENSG00000267255.1	569	569	569	569
ENSG00000167671.12	1507	1208	4598	5247
ENSG00000266437.1	71	71	71	71
ENSG00000267030.1	540	540	540	540
ENSG00000280239.1	2027	2027	2027	2027
ENSG00000267769.1	510	510	510	510
ENSG00000267011.5	379	359	478	837
ENSG00000167674.15	1259	837	3100	4286
ENSG00000167676.5	6493	6493	6502	6505
ENSG00000214456.8	1212	897	2470	4815
ENSG00000267385.1	1803	1803	1803	1803
ENSG00000171236.10	1588	1588	2605	2702
ENSG00000167680.18	2860	3815	4026	4715
ENSG00000302622.1	744	676	1046	1382
ENSG00000267408.1	486	486	486	486
ENSG00000185361.9	3535	3816	3845	6669
ENSG00000074842.8	625	588	990	1670
ENSG00000268565.1	392	392	392	392
ENSG00000142002.19	1897	835	5165	11114
ENSG00000205790.2	1713	1489	3071	5547
ENSG00000303840.1	520	520	520	520
ENSG00000176840.15	815	836	1482	2534
ENSG00000268536.3	822	826	1087	2001
ENSG00000207630.1	110	110	110	110
ENSG00000141965.5	9540	9540	9540	9540
ENSG00000269604.1	1985	1985	3568	3572
ENSG00000290068.1	446	446	446	446
ENSG00000127666.11	2684	2684	2684	2684
ENSG00000267484.1	511	511	511	511
ENSG00000105355.9	1346	1535	2232	2739
ENSG00000205784.5	1498	1667	1734	1843
ENSG00000276043.5	3308	3564	4309	5145
ENSG00000263409.1	54	54	54	54
ENSG00000127663.16	2833	3048	5703	14732
ENSG00000105426.19	3105	2003	7356	11794
ENSG00000267550.1	346	346	346	346
ENSG00000296960.1	553	553	553	553
ENSG00000239524.2	400	400	400	400
ENSG00000274447.2	837	837	837	837
ENSG00000295263.1	474	474	474	474
ENSG00000295242.1	586	586	586	586
ENSG00000297997.1	419	419	419	419
ENSG00000105428.6	1440	1440	1440	1440
ENSG00000223573.7	1261	603	3652	4348
ENSG00000233270.1	279	279	279	279
ENSG00000130254.13	1388	722	3300	6036
ENSG00000300016.1	655	655	655	655
ENSG00000160633.13	1707	1177	3471	7036
ENSG00000130255.13	578	549	907	2271
ENSG00000174917.9	646	620	773	1474
ENSG00000167733.14	1216	1362	1884	2991
ENSG00000196365.12	1717	913	3092	5032
ENSG00000174898.16	1450	1468	2556	2781
ENSG00000212123.4	1506	1506	1640	1787
ENSG00000267157.1	581	581	581	581
ENSG00000141994.16	932	806	2301	3629
ENSG00000171119.3	1528	1528	1528	1528
ENSG00000289543.3	1027	1059	1243	1713
ENSG00000156413.15	1507	1095	3326	4542
ENSG00000171124.14	1257	676	2565	3106
ENSG00000267709.2	1023	1023	1188	1198
ENSG00000130383.7	1952	1952	1988	1992
ENSG00000267740.5	1018	506	2118	2193
ENSG00000174886.15	1236	657	2475	4908
ENSG00000266941.1	320	320	341	356
ENSG00000267314.1	580	580	580	580
ENSG00000187650.4	2240	2240	2240	2240
ENSG00000267571.2	1470	1470	2351	2846
ENSG00000105519.18	1031	784	1789	2551
ENSG00000031823.14	1000	569	3233	7445
ENSG00000302284.1	430	430	430	430
ENSG00000266983.4	578	496	1184	4858
ENSG00000308886.1	1309	1309	1345	1346
ENSG00000308868.1	779	777	939	1171
ENSG00000087903.13	986	564	3959	9094
ENSG00000267262.3	384	336	567	1211
ENSG00000267589.1	418	418	418	418
ENSG00000267299.1	325	325	325	325
ENSG00000294431.1	391	391	391	391
ENSG00000130377.14	1552	881	2759	3447
ENSG00000267415.1	187	187	187	187
ENSG00000284490.1	216	216	216	216
ENSG00000130382.9	2156	1381	4532	4854
ENSG00000267563.1	523	523	523	523
ENSG00000280394.1	402	402	402	402
ENSG00000167769.5	1428	1428	1428	1428
ENSG00000269802.2	497	497	559	807
ENSG00000125656.12	1195	876	2514	3635
ENSG00000125652.8	709	603	970	1093
ENSG00000125650.5	2306	2306	3911	3911
ENSG00000125651.14	1308	1192	2432	2876
ENSG00000269444.1	447	447	447	447
ENSG00000274390.1	66	66	66	66
ENSG00000273758.1	63	63	63	63
ENSG00000293438.2	618	592	763	978
ENSG00000214347.9	625	625	625	625
ENSG00000088247.19	1176	773	4276	5162
ENSG00000284159.1	102	102	102	102
ENSG00000181240.14	1523	1535	1630	1649
ENSG00000125648.15	1087	742	3482	4881
ENSG00000130545.16	973	909	1443	1600
ENSG00000205744.10	1338	725	2933	4647
ENSG00000275234.1	688	688	688	688
ENSG00000104833.12	1171	1120	2277	3245
ENSG00000268203.1	296	296	296	296
ENSG00000268191.1	520	520	520	520
ENSG00000297507.1	341	341	341	341
ENSG00000125657.5	1634	1634	1634	1634
ENSG00000268742.1	540	540	540	540
ENSG00000269546.1	717	717	717	717
ENSG00000199223.1	102	102	102	102
ENSG00000125726.11	788	881	911	1530
ENSG00000268785.1	727	727	727	727
ENSG00000125735.12	2938	2906	4487	5938
ENSG00000125730.18	1563	711	5231	11577
ENSG00000297005.1	322	300	423	715
ENSG00000276980.1	1357	1357	1357	1357
ENSG00000125734.16	931	671	2034	3190
ENSG00000283950.1	67	67	67	67
ENSG00000125733.18	1360	1493	2249	3986
ENSG00000269680.1	686	686	686	686
ENSG00000125731.13	1542	1304	3493	5591
ENSG00000141968.8	1744	1721	2892	4311
ENSG00000174837.15	2089	2627	3112	3707
ENSG00000280091.1	1839	1839	1839	1839
ENSG00000269385.1	272	272	272	272
ENSG00000276568.1	285	285	285	285
ENSG00000302223.1	544	544	544	544
ENSG00000290427.2	2604	2772	3217	3527
ENSG00000268845.2	573	573	573	573
ENSG00000268758.8	1810	1810	1810	1810
ENSG00000309472.1	859	907	1065	1103
ENSG00000269761.1	1063	1063	1063	1063
ENSG00000283679.1	796	796	796	796
ENSG00000196589.8	841	841	841	841
ENSG00000237247.6	778	778	778	778
ENSG00000205718.10	774	774	774	774
ENSG00000230522.5	793	793	793	793
ENSG00000182315.10	920	944	1003	1114
ENSG00000130544.12	5747	5747	5759	5759
ENSG00000301807.1	735	726	1225	2806
ENSG00000171105.14	3364	653	9463	10831
ENSG00000303888.1	385	385	454	498
ENSG00000306258.1	1238	1238	1238	1238
ENSG00000267852.2	553	608	664	882
ENSG00000104880.19	4345	5396	6681	7671
ENSG00000104883.8	1016	957	1345	1482
ENSG00000198723.11	840	786	1690	2923
ENSG00000267952.1	508	508	634	634
ENSG00000305089.1	751	751	907	1024
ENSG00000198816.7	1315	1315	1968	2083
ENSG00000269371.1	293	293	293	293
ENSG00000090674.16	998	712	2253	3958
ENSG00000305109.1	2857	2857	2857	2857
ENSG00000268614.1	942	942	942	942
ENSG00000032444.17	1441	669	4617	7161
ENSG00000307753.1	334	334	334	334
ENSG00000076826.10	2576	2902	4179	4884
ENSG00000273657.1	67	67	67	67
ENSG00000076924.12	2123	1698	4555	4653
ENSG00000229833.11	539	365	1815	2169
ENSG00000268400.6	1199	1132	1975	2223
ENSG00000174788.10	602	602	747	770
ENSG00000268204.1	843	843	843	843
ENSG00000076944.18	1120	811	2812	6071
ENSG00000269228.1	458	458	458	458
ENSG00000104918.8	388	400	516	516
ENSG00000183019.8	857	763	1271	1449
ENSG00000269711.1	777	777	777	777
ENSG00000181029.9	1868	777	5508	5679
ENSG00000104921.15	1546	1585	1910	2451
ENSG00000182566.15	967	1243	1299	1720
ENSG00000288669.1	2041	1818	3741	3987
ENSG00000090659.18	1382	1143	4284	4414
ENSG00000242636.1	478	478	478	478
ENSG00000104938.18	1741	1758	2989	3977
ENSG00000290088.2	1038	890	2346	3829
ENSG00000268297.1	870	870	870	870
ENSG00000269763.1	497	497	497	497
ENSG00000142459.9	1785	871	3903	6267
ENSG00000183248.12	2864	2864	4467	4467
ENSG00000268120.1	667	667	667	667
ENSG00000269153.1	676	676	676	676
ENSG00000285674.1	120	120	120	120
ENSG00000171017.11	1676	820	3743	4329
ENSG00000214248.3	2750	2750	5061	5061
ENSG00000076984.18	1825	1554	3430	5145
ENSG00000268149.1	438	438	438	438
ENSG00000260001.8	1211	1092	2575	2859
ENSG00000294288.1	490	490	490	490
ENSG00000260500.2	682	678	1043	1316
ENSG00000104976.13	834	713	1520	2315
ENSG00000178531.6	1237	1237	1237	1237
ENSG00000269139.3	421	358	588	834
ENSG00000104980.8	1094	843	2227	4635
ENSG00000286138.4	975	893	1836	2227
ENSG00000066044.15	2012	880	6054	6962
ENSG00000269813.1	528	528	528	528
ENSG00000267939.2	618	515	1048	1321
ENSG00000131142.14	1009	1036	1157	2006
ENSG00000142449.13	4320	562	9232	9985
ENSG00000269651.1	847	847	847	847
ENSG00000090661.13	1074	763	2401	4071
ENSG00000271717.1	348	348	348	348
ENSG00000303688.1	1027	1027	1027	1027
ENSG00000167775.11	1005	990	1729	2279
ENSG00000167774.2	580	580	580	580
ENSG00000305962.1	227	227	227	227
ENSG00000267855.6	531	550	580	1392
ENSG00000233927.5	1024	1121	1523	2119
ENSG00000186994.12	1638	1631	2787	3214
ENSG00000268884.1	594	594	594	594
ENSG00000167772.12	1097	909	1872	2475
ENSG00000269386.7	552	508	1029	2397
ENSG00000265390.1	91	91	91	91
ENSG00000185236.12	833	577	1590	2309
ENSG00000099785.11	943	806	1667	2216
ENSG00000268931.1	511	511	511	511
ENSG00000279827.1	1028	1028	1028	1028
ENSG00000099783.13	1177	957	2568	5606
ENSG00000133246.12	1204	1020	2195	3291
ENSG00000133250.14	748	467	2307	2761
ENSG00000142347.21	1126	627	7495	11741
ENSG00000308303.1	780	780	1099	1303
ENSG00000268618.1	297	297	297	297
ENSG00000142303.14	1758	997	4251	5705
ENSG00000267986.1	388	388	388	388
ENSG00000307103.1	481	481	481	481
ENSG00000268480.4	3408	4751	5050	5135
ENSG00000279426.1	601	601	601	601
ENSG00000181786.6	1396	1396	1396	1396
ENSG00000181733.4	1755	1755	1755	1755
ENSG00000269244.1	470	470	470	470
ENSG00000268922.1	197	197	197	197
ENSG00000167785.9	2142	780	7008	8170
ENSG00000269300.1	537	537	537	537
ENSG00000170948.4	820	820	893	979
ENSG00000269400.1	477	477	477	477
ENSG00000181143.17	22160	19275	43832	44231
ENSG00000267332.1	323	323	323	323
ENSG00000267154.1	287	287	287	287
ENSG00000170929.6	1785	1785	2535	2588
ENSG00000170923.4	3015	3015	3015	3015
ENSG00000161807.3	936	936	936	936
ENSG00000275787.1	333	333	333	333
ENSG00000170920.2	939	939	939	939
ENSG00000130803.15	2618	3133	4186	5048
ENSG00000188000.6	3222	3225	3286	3461
ENSG00000267418.1	334	334	334	334
ENSG00000267775.1	885	885	885	885
ENSG00000290821.1	5937	5937	5937	5937
ENSG00000187847.5	931	931	931	931
ENSG00000174667.4	3651	4965	4968	4986
ENSG00000188314.3	933	933	933	933
ENSG00000237521.4	1705	1705	1715	1870
ENSG00000180926.6	702	702	702	702
ENSG00000290719.2	890	934	1358	1489
ENSG00000225980.5	844	844	844	844
ENSG00000226480.1	922	922	922	922
ENSG00000196110.8	3127	2094	6758	6758
ENSG00000267510.1	405	405	405	405
ENSG00000296819.1	455	455	455	455
ENSG00000188321.14	1835	1207	5095	6783
ENSG00000270011.9	866	600	2470	4273
ENSG00000283108.3	979	866	1592	3230
ENSG00000270614.1	598	598	598	598
ENSG00000188629.14	1506	1835	2606	2956
ENSG00000300685.1	572	572	667	923
ENSG00000174652.20	3196	3410	4401	5431
ENSG00000287275.3	1470	1099	2584	3633
ENSG00000198028.4	1665	1665	2815	2997
ENSG00000267273.2	677	677	677	677
ENSG00000287960.1	2713	2713	2713	2713
ENSG00000260112.1	1192	1192	1192	1192
ENSG00000130818.12	2676	2375	7104	7546
ENSG00000278611.5	779	859	1046	1078
ENSG00000197961.12	4903	6987	7177	7246
ENSG00000171469.11	1075	581	4529	6304
ENSG00000267106.10	1731	1667	5423	16215
ENSG00000171466.10	3805	1030	12639	13022
ENSG00000291231.2	1383	1329	2046	3916
ENSG00000239830.1	780	780	780	780
ENSG00000224689.12	1694	1694	1694	1694
ENSG00000301507.1	461	461	461	461
ENSG00000277587.1	508	508	508	508
ENSG00000267490.1	983	983	983	983
ENSG00000267612.1	600	600	600	600
ENSG00000196605.7	1219	678	4255	5916
ENSG00000267370.1	712	712	712	712
ENSG00000310457.1	657	657	657	657
ENSG00000267741.1	464	464	464	464
ENSG00000266950.1	408	408	408	408
ENSG00000127452.9	1117	956	1920	2913
ENSG00000295613.1	606	570	708	1008
ENSG00000200237.1	141	141	141	141
ENSG00000267119.1	315	315	315	315
ENSG00000198258.11	563	460	1450	1931
ENSG00000267289.2	1083	1078	1354	1955
ENSG00000127445.14	1088	705	4022	4577
ENSG00000105088.9	1415	1665	2124	2463
ENSG00000295575.1	503	503	503	503
ENSG00000295554.1	644	644	644	644
ENSG00000080573.7	3517	3517	6207	6783
ENSG00000267650.1	1167	1167	1167	1167
ENSG00000080511.5	1081	1091	1714	2001
ENSG00000299206.1	1386	1384	2201	2685
ENSG00000167798.20	4954	4954	4954	4954
ENSG00000266204.1	60	60	60	60
ENSG00000291164.2	752	689	3536	5283
ENSG00000130813.18	1244	1461	2140	4341
ENSG00000267387.1	1346	1346	1346	1346
ENSG00000130812.11	1428	1680	1785	2063
ENSG00000243207.6	2523	2523	2661	2661
ENSG00000130810.20	1029	800	2302	2888
ENSG00000209645.1	85	85	85	85
ENSG00000238531.1	79	79	79	79
ENSG00000244165.2	1171	1171	1788	2140
ENSG00000130811.12	762	709	1522	3489
ENSG00000130816.17	2859	2538	7157	15379
ENSG00000267534.4	3643	3643	3643	3643
ENSG00000264266.1	73	73	73	73
ENSG00000266978.2	645	601	919	3028
ENSG00000105364.14	1087	1118	1620	4080
ENSG00000294658.1	1155	1155	1155	1155
ENSG00000090339.9	1195	581	2967	3448
ENSG00000267607.2	1870	1870	3219	3530
ENSG00000105371.10	1285	1290	1390	1439
ENSG00000294674.1	250	250	250	250
ENSG00000294616.1	665	665	665	665
ENSG00000105376.5	1549	928	3029	3935
ENSG00000220201.8	1349	1234	2303	2431
ENSG00000167807.15	1420	1420	1956	2090
ENSG00000267673.7	694	624	1012	1500
ENSG00000267303.1	1850	1850	1850	1850
ENSG00000161847.15	2092	2369	4693	6453
ENSG00000274425.1	2813	2813	2813	2813
ENSG00000076662.11	1185	911	2491	2788
ENSG00000105397.16	2596	2296	5707	8525
ENSG00000105401.10	971	879	1618	3085
ENSG00000305060.1	385	385	385	385
ENSG00000284268.1	81	81	81	81
ENSG00000065989.16	2249	2478	4897	6762
ENSG00000079999.14	1156	969	2648	3573
ENSG00000267197.1	357	357	357	357
ENSG00000180739.15	1698	2191	2338	2803
ENSG00000130734.10	1050	830	1963	2278
ENSG00000238364.1	60	60	60	60
ENSG00000221410.1	83	83	83	83
ENSG00000129347.21	1476	773	3744	4254
ENSG00000129355.7	1255	1255	1425	1505
ENSG00000129354.12	852	640	1757	2214
ENSG00000271010.1	965	965	965	965
ENSG00000129353.15	1433	789	3784	4952
ENSG00000267100.3	1293	1564	2021	2021
ENSG00000129351.18	1884	839	6017	10962
ENSG00000213339.9	955	860	2034	3430
ENSG00000079805.19	1918	865	5651	17565
ENSG00000207972.1	100	100	100	100
ENSG00000265879.1	82	82	82	82
ENSG00000207752.1	71	71	71	71
ENSG00000275640.1	63	63	63	63
ENSG00000099203.7	801	713	1633	1884
ENSG00000214212.9	978	1060	1210	1552
ENSG00000267544.1	412	412	412	412
ENSG00000142453.13	1673	1050	3295	4420
ENSG00000130733.11	989	837	2111	2518
ENSG00000142444.7	858	859	1347	1785
ENSG00000127616.22	3626	3750	5777	15581
ENSG00000266936.1	366	366	366	366
ENSG00000276757.1	299	299	299	299
ENSG00000278643.1	186	186	186	186
ENSG00000307752.1	421	421	421	421
ENSG00000130164.16	2862	2768	5357	7825
ENSG00000303379.1	337	337	337	337
ENSG00000284553.1	61	61	61	61
ENSG00000161888.12	929	832	2290	2839
ENSG00000197256.11	1616	923	5183	7635
ENSG00000267082.3	1321	1189	2462	3682
ENSG00000130158.14	1589	520	6430	12478
ENSG00000279807.1	508	508	508	508
ENSG00000130173.14	602	504	872	945
ENSG00000267174.7	642	670	816	1665
ENSG00000130167.14	842	964	1040	1559
ENSG00000105514.8	2582	2582	4240	4384
ENSG00000267576.1	906	906	906	906
ENSG00000105518.14	790	738	1310	1606
ENSG00000183401.12	719	640	1408	4064
ENSG00000105520.11	1314	739	2727	3273
ENSG00000267277.3	729	687	866	866
ENSG00000173928.4	1291	1291	1662	1703
ENSG00000187266.14	1762	1890	2411	3077
ENSG00000205517.13	1143	747	2511	4344
ENSG00000202357.1	109	109	109	109
ENSG00000198003.12	1769	1943	2448	2681
ENSG00000130175.10	980	598	2189	5170
ENSG00000196361.10	1699	844	4742	4761
ENSG00000267477.1	727	727	727	727
ENSG00000161914.10	1043	674	2154	3217
ENSG00000274713.1	79	79	79	79
ENSG00000130159.15	1284	1128	2953	6294
ENSG00000244080.3	284	284	284	284
ENSG00000213304.3	531	531	531	531
ENSG00000213303.3	396	396	396	396
ENSG00000130176.8	899	632	1848	2837
ENSG00000130165.11	942	743	2154	4167
ENSG00000198551.10	1337	668	2803	3811
ENSG00000102575.14	1694	1673	3304	4351
ENSG00000249840.2	976	976	976	976
ENSG00000197332.10	1483	1277	3383	8981
ENSG00000289985.2	1083	1096	1873	5913
ENSG00000267500.1	1407	1407	1407	1407
ENSG00000214223.4	962	962	962	962
ENSG00000267343.3	1494	1494	1494	1494
ENSG00000197933.13	1296	1119	2396	2459
ENSG00000266922.1	491	491	491	491
ENSG00000220949.2	1383	1383	1383	1383
ENSG00000197044.11	2612	2828	4448	4748
ENSG00000267646.1	2515	2515	2515	2515
ENSG00000177599.13	1103	545	2888	3449
ENSG00000171295.13	1450	858	4215	6453
ENSG00000267089.1	442	442	442	442
ENSG00000307309.1	1341	1341	1341	1341
ENSG00000171291.9	1818	2396	2622	5207
ENSG00000278897.1	2271	2271	2271	2271
ENSG00000198429.10	1482	1438	2441	3362
ENSG00000196757.8	2952	2901	3113	3319
ENSG00000267179.1	895	726	1562	2219
ENSG00000267274.1	468	468	468	468
ENSG00000304156.1	585	585	585	585
ENSG00000197054.12	1440	582	2862	3081
ENSG00000219665.8	982	529	4000	5890
ENSG00000286098.1	3215	3215	3215	3215
ENSG00000252060.1	108	108	108	108
ENSG00000197647.13	2183	2338	2524	3096
ENSG00000257355.1	542	542	542	542
ENSG00000212497.1	109	109	109	109
ENSG00000257446.4	1756	1756	1756	1756
ENSG00000223547.10	3113	2036	6588	6588
ENSG00000252546.1	108	108	108	108
ENSG00000286132.1	5250	5250	5250	5250
ENSG00000199444.1	102	102	102	102
ENSG00000290812.2	916	630	3246	6049
ENSG00000214189.10	1994	1994	1994	1994
ENSG00000132010.16	874	573	3004	4096
ENSG00000237273.1	492	492	492	492
ENSG00000212576.1	118	118	118	118
ENSG00000213297.8	2091	2091	2651	3639
ENSG00000293234.1	1517	1517	1517	1517
ENSG00000257591.6	1358	1678	1702	2209
ENSG00000242615.2	523	523	523	523
ENSG00000196646.12	1785	565	3601	5578
ENSG00000291101.2	1217	1308	2151	5755
ENSG00000305282.1	445	445	445	445
ENSG00000234773.9	1496	1496	1496	1496
ENSG00000197857.16	2315	2372	5885	10467
ENSG00000213293.4	412	412	412	412
ENSG00000234750.1	849	849	849	849
ENSG00000188868.14	1242	853	2699	2847
ENSG00000198342.10	2233	1884	6274	6596
ENSG00000231361.1	123	123	123	123
ENSG00000268744.1	2593	2593	2593	2593
ENSG00000248406.1	1829	1829	1829	1829
ENSG00000196466.10	2567	2809	4076	5055
ENSG00000268870.1	617	617	617	617
ENSG00000180855.16	1686	1686	2573	2663
ENSG00000269755.1	588	588	588	588
ENSG00000234848.1	695	695	695	695
ENSG00000242852.7	2031	798	4897	5695
ENSG00000196826.7	4505	4505	4505	4505
ENSG00000236483.1	841	841	841	841
ENSG00000232579.1	226	226	226	226
ENSG00000230321.1	428	428	428	428
ENSG00000234003.1	621	621	621	621
ENSG00000235686.1	135	135	135	135
ENSG00000249709.8	950	524	2885	3619
ENSG00000269693.1	5857	5857	5857	5857
ENSG00000269560.1	533	533	533	533
ENSG00000230310.1	543	543	543	543
ENSG00000213290.4	1214	1214	1214	1214
ENSG00000188033.10	2047	774	6108	6792
ENSG00000173875.14	2504	640	6465	6642
ENSG00000178464.6	645	645	645	645
ENSG00000269242.1	838	838	838	838
ENSG00000104774.14	1195	574	5855	8054
ENSG00000269590.1	585	585	585	585
ENSG00000123154.12	966	908	1480	2358
ENSG00000285589.1	5025	5025	5025	5025
ENSG00000105583.11	615	619	627	713
ENSG00000285583.1	567	567	567	567
ENSG00000095059.17	752	625	1345	2984
ENSG00000303522.1	362	362	362	362
ENSG00000268945.1	635	635	635	635
ENSG00000283980.1	317	317	425	425
ENSG00000132004.13	1581	1581	1727	2103
ENSG00000267791.1	272	272	272	272
ENSG00000105576.16	1691	590	5051	7022
ENSG00000209702.1	70	70	70	70
ENSG00000267004.1	97	97	97	97
ENSG00000123144.11	884	879	988	1311
ENSG00000198356.12	1078	1275	1368	1451
ENSG00000039987.7	1686	1959	2183	2646
ENSG00000095066.12	961	801	2603	5950
ENSG00000267212.1	388	388	388	388
ENSG00000306862.1	467	467	467	467
ENSG00000263800.1	65	65	65	65
ENSG00000295169.1	403	403	403	403
ENSG00000171223.6	1830	1830	1830	1830
ENSG00000301129.1	376	376	376	376
ENSG00000167815.12	840	741	1717	2034
ENSG00000267062.1	296	296	296	296
ENSG00000284491.3	829	801	1251	1769
ENSG00000104889.7	956	897	1245	2056
ENSG00000132026.15	905	776	2076	2678
ENSG00000267424.2	783	783	853	918
ENSG00000105613.10	1531	999	4853	7381
ENSG00000276181.1	68	68	68	68
ENSG00000105612.10	1645	1903	2711	3834
ENSG00000267735.2	573	573	691	727
ENSG00000105610.6	1613	1613	1613	1613
ENSG00000105607.14	1629	1771	3178	6382
ENSG00000240616.1	748	748	748	748
ENSG00000161860.8	689	489	1248	1475
ENSG00000266721.1	85	85	85	85
ENSG00000179115.11	1296	1421	2057	2434
ENSG00000266975.1	241	241	241	241
ENSG00000295879.1	427	427	495	495
ENSG00000179218.15	1354	1597	1901	2802
ENSG00000274417.1	57	57	57	57
ENSG00000267458.1	270	270	270	270
ENSG00000179262.10	1295	1350	1871	2547
ENSG00000179271.3	1769	1769	1769	1769
ENSG00000179284.6	1756	1756	1781	1967
ENSG00000008441.19	1834	1487	6019	6486
ENSG00000267417.2	579	530	756	760
ENSG00000267610.2	1583	1583	1583	1583
ENSG00000279044.1	599	599	599	599
ENSG00000104903.5	1310	1481	1547	3119
ENSG00000304024.1	414	414	570	570
ENSG00000104907.13	1021	592	2579	3364
ENSG00000160877.7	3580	4524	4657	5007
ENSG00000266897.1	391	391	391	391
ENSG00000267512.1	458	458	458	458
ENSG00000104915.15	960	1073	1304	1796
ENSG00000160888.8	3057	2110	5007	5149
ENSG00000287296.1	662	662	662	662
ENSG00000267598.1	610	610	756	946
ENSG00000213253.5	499	499	499	499
ENSG00000300750.1	558	433	912	1047
ENSG00000300728.1	738	710	1092	2371
ENSG00000300773.1	668	668	864	1182
ENSG00000141837.23	4542	3340	8823	43262
ENSG00000306107.1	340	340	390	390
ENSG00000301725.1	486	486	525	656
ENSG00000305935.1	563	563	563	563
ENSG00000305920.1	585	585	767	1053
ENSG00000104957.14	1068	900	1922	3222
ENSG00000037757.14	1558	879	3178	3466
ENSG00000267633.1	485	463	565	1081
ENSG00000104979.9	569	501	897	1197
ENSG00000132003.10	3263	4339	4731	4754
ENSG00000267582.1	360	360	360	360
ENSG00000266770.2	258	258	258	258
ENSG00000267519.7	10193	10193	19049	19049
ENSG00000302686.1	1341	1341	1341	1341
ENSG00000284387.1	73	73	73	73
ENSG00000207808.1	78	78	78	78
ENSG00000207980.1	73	73	73	73
ENSG00000304130.1	2094	2094	2094	2094
ENSG00000302726.1	784	784	784	784
ENSG00000308616.1	2091	2091	2091	2091
ENSG00000308632.1	618	618	618	618
ENSG00000296918.1	1388	1388	1388	1388
ENSG00000296943.1	1139	1139	1139	1139
ENSG00000298344.1	338	338	338	338
ENSG00000187556.8	649	607	948	1101
ENSG00000298327.1	269	269	269	269
ENSG00000207613.1	110	110	110	110
ENSG00000207585.1	137	137	137	137
ENSG00000132016.12	1284	883	2885	3840
ENSG00000132024.18	2098	2163	3581	8646
ENSG00000132000.14	1225	739	2744	4168
ENSG00000132017.11	952	763	2261	2944
ENSG00000132005.9	1350	848	4375	5473
ENSG00000275091.1	352	352	352	352
ENSG00000294667.1	517	517	563	576
ENSG00000171136.7	815	815	1089	1201
ENSG00000267670.1	518	518	518	518
ENSG00000104998.4	2950	2950	2950	2950
ENSG00000187867.10	2351	2371	2401	2795
ENSG00000228887.3	896	896	896	896
ENSG00000141854.10	1460	1473	2187	2342
