"","circRNA","miRNAs"
"61503","hsa_circ_0000523","hsa-miR-1270"
"61504","hsa_circ_0000523","hsa-miR-127-5p"
"61505","hsa_circ_0000523","hsa-miR-1286"
"61506","hsa_circ_0000523","hsa-miR-1288-3p"
"61507","hsa_circ_0000523","hsa-miR-1296-5p"
"61508","hsa_circ_0000523","hsa-miR-146b-3p"
"61509","hsa_circ_0000523","hsa-miR-149-5p"
"61510","hsa_circ_0000523","hsa-miR-1827"
"61511","hsa_circ_0000523","hsa-miR-31-5p"
"61512","hsa_circ_0000523","hsa-miR-383-5p"
"61513","hsa_circ_0000523","hsa-miR-502-5p"
"61514","hsa_circ_0000523","hsa-miR-510-5p"
"61515","hsa_circ_0000523","hsa-miR-526b-5p"
"61516","hsa_circ_0000523","hsa-miR-558"
"61517","hsa_circ_0000523","hsa-miR-578"
"61518","hsa_circ_0000523","hsa-miR-620"
"61519","hsa_circ_0000523","hsa-miR-643"
"61520","hsa_circ_0000523","hsa-miR-647"
"61521","hsa_circ_0000523","hsa-miR-659-3p"
"61522","hsa_circ_0000523","hsa-miR-668-3p"
"61523","hsa_circ_0000523","hsa-miR-766-3p"
"61524","hsa_circ_0000523","hsa-miR-769-5p"
"61525","hsa_circ_0000523","hsa-miR-873-5p"
"61526","hsa_circ_0000523","hsa-miR-874-3p"
"61527","hsa_circ_0000523","hsa-miR-891b"
"61528","hsa_circ_0000523","hsa-miR-942-5p"
"61529","hsa_circ_0000524","hsa-miR-1178-3p"
"61530","hsa_circ_0000524","hsa-miR-1208"
"61531","hsa_circ_0000524","hsa-miR-338-3p"
"61532","hsa_circ_0000524","hsa-miR-520g-3p"
"61533","hsa_circ_0000524","hsa-miR-520h"
"61534","hsa_circ_0000524","hsa-miR-876-3p"
"61535","hsa_circ_0031431","hsa-miR-1200"
"61536","hsa_circ_0031431","hsa-miR-1243"
"61537","hsa_circ_0031431","hsa-miR-1248"
"61538","hsa_circ_0031431","hsa-miR-331-3p"
"61539","hsa_circ_0031431","hsa-miR-335-5p"
"61540","hsa_circ_0031431","hsa-miR-346"
"61541","hsa_circ_0031431","hsa-miR-516a-5p"
"61542","hsa_circ_0031431","hsa-miR-571"
"61543","hsa_circ_0031431","hsa-miR-609"
"61544","hsa_circ_0031431","hsa-miR-654-3p"
"61545","hsa_circ_0031431","hsa-miR-663b"
"61546","hsa_circ_0031431","hsa-miR-892a"
"61547","hsa_circ_0031431","hsa-miR-942-5p"
"61548","hsa_circ_0031446","hsa-miR-1200"
"61549","hsa_circ_0031446","hsa-miR-1208"
"61550","hsa_circ_0031446","hsa-miR-1227-3p"
"61551","hsa_circ_0031446","hsa-miR-1238-3p"
"61552","hsa_circ_0031446","hsa-miR-1248"
"61553","hsa_circ_0031446","hsa-miR-1256"
"61554","hsa_circ_0031446","hsa-miR-1305"
"61555","hsa_circ_0031446","hsa-miR-136-5p"
"61556","hsa_circ_0031446","hsa-miR-155"
"61557","hsa_circ_0031446","hsa-miR-192-5p"
"61558","hsa_circ_0031446","hsa-miR-197-3p"
"61559","hsa_circ_0031446","hsa-miR-215-5p"
"61560","hsa_circ_0031446","hsa-miR-223-3p"
"61561","hsa_circ_0031446","hsa-miR-224"
"61562","hsa_circ_0031446","hsa-miR-346"
"61563","hsa_circ_0031446","hsa-miR-498-5p"
"61564","hsa_circ_0031446","hsa-miR-515-5p"
"61565","hsa_circ_0031446","hsa-miR-520f-3p"
"61566","hsa_circ_0031446","hsa-miR-548c-3p"
"61567","hsa_circ_0031446","hsa-miR-568"
"61568","hsa_circ_0031446","hsa-miR-576-5p"
"61569","hsa_circ_0031446","hsa-miR-578"
"61570","hsa_circ_0031446","hsa-miR-582-3p"
"61571","hsa_circ_0031446","hsa-miR-616-3p"
"61572","hsa_circ_0031446","hsa-miR-626"
"61573","hsa_circ_0031446","hsa-miR-640"
"61574","hsa_circ_0031446","hsa-miR-646"
"61575","hsa_circ_0031446","hsa-miR-659-3p"
"61576","hsa_circ_0031446","hsa-miR-758-3p"
"61577","hsa_circ_0031446","hsa-miR-766-3p"
"61578","hsa_circ_0031446","hsa-miR-769-5p"
"61579","hsa_circ_0031446","hsa-miR-874-3p"
"61580","hsa_circ_0031446","hsa-miR-887-3p"
"61581","hsa_circ_0031446","hsa-miR-888-5p"
"61582","hsa_circ_0031446","hsa-miR-892b"
"61583","hsa_circ_0031446","hsa-miR-935"
"61584","hsa_circ_0031446","hsa-miR-938"
"61585","hsa_circ_0002301","hsa-miR-1184"
"61586","hsa_circ_0002301","hsa-miR-1200"
"61587","hsa_circ_0002301","hsa-miR-1204"
"61588","hsa_circ_0002301","hsa-miR-1206"
"61589","hsa_circ_0002301","hsa-miR-1208"
"61590","hsa_circ_0002301","hsa-miR-1229-3p"
"61591","hsa_circ_0002301","hsa-miR-1231"
"61592","hsa_circ_0002301","hsa-miR-1243"
"61593","hsa_circ_0002301","hsa-miR-1248"
"61594","hsa_circ_0002301","hsa-miR-1256"
"61595","hsa_circ_0002301","hsa-miR-127-5p"
"61596","hsa_circ_0002301","hsa-miR-1292-5p"
"61597","hsa_circ_0002301","hsa-miR-1294"
"61598","hsa_circ_0002301","hsa-miR-1304-5p"
"61599","hsa_circ_0002301","hsa-miR-136-5p"
"61600","hsa_circ_0002301","hsa-miR-142-3p"
"61601","hsa_circ_0002301","hsa-miR-142-5p"
"61602","hsa_circ_0002301","hsa-miR-197-3p"
"61603","hsa_circ_0002301","hsa-miR-296-5p"
"61604","hsa_circ_0002301","hsa-miR-324-5p"
"61605","hsa_circ_0002301","hsa-miR-331-5p"
"61606","hsa_circ_0002301","hsa-miR-335-5p"
"61607","hsa_circ_0002301","hsa-miR-338-3p"
"61608","hsa_circ_0002301","hsa-miR-375-3p"
"61609","hsa_circ_0002301","hsa-miR-431-5p"
"61610","hsa_circ_0002301","hsa-miR-490-5p"
"61611","hsa_circ_0002301","hsa-miR-494-3p"
"61612","hsa_circ_0002301","hsa-miR-515-3p"
"61613","hsa_circ_0002301","hsa-miR-515-5p"
"61614","hsa_circ_0002301","hsa-miR-519e-3p"
"61615","hsa_circ_0002301","hsa-miR-526b-5p"
"61616","hsa_circ_0002301","hsa-miR-548g-3p"
"61617","hsa_circ_0002301","hsa-miR-548l"
"61618","hsa_circ_0002301","hsa-miR-561-3p"
"61619","hsa_circ_0002301","hsa-miR-572"
"61620","hsa_circ_0002301","hsa-miR-576-3p"
"61621","hsa_circ_0002301","hsa-miR-593-3p"
"61622","hsa_circ_0002301","hsa-miR-610"
"61623","hsa_circ_0002301","hsa-miR-622"
"61624","hsa_circ_0002301","hsa-miR-628-3p"
"61625","hsa_circ_0002301","hsa-miR-634"
"61626","hsa_circ_0002301","hsa-miR-636"
"61627","hsa_circ_0002301","hsa-miR-639"
"61628","hsa_circ_0002301","hsa-miR-648"
"61629","hsa_circ_0002301","hsa-miR-659-3p"
"61630","hsa_circ_0002301","hsa-miR-665"
"61631","hsa_circ_0002301","hsa-miR-668-3p"
"61632","hsa_circ_0002301","hsa-miR-7"
"61633","hsa_circ_0002301","hsa-miR-876-3p"
"61634","hsa_circ_0002301","hsa-miR-885-5p"
"61635","hsa_circ_0002301","hsa-miR-892a"
"61636","hsa_circ_0002301","hsa-miR-892b"
"61637","hsa_circ_0031584","hsa-miR-1179"
"61638","hsa_circ_0031584","hsa-miR-1206"
"61639","hsa_circ_0031584","hsa-miR-1227-3p"
"61640","hsa_circ_0031584","hsa-miR-1236-3p"
"61641","hsa_circ_0031584","hsa-miR-1245a"
"61642","hsa_circ_0031584","hsa-miR-1251-5p"
"61643","hsa_circ_0031584","hsa-miR-1252-5p"
"61644","hsa_circ_0031584","hsa-miR-1253"
"61645","hsa_circ_0031584","hsa-miR-1261"
"61646","hsa_circ_0031584","hsa-miR-1263"
"61647","hsa_circ_0031584","hsa-miR-1264"
"61648","hsa_circ_0031584","hsa-miR-1265"
"61649","hsa_circ_0031584","hsa-miR-127-5p"
"61650","hsa_circ_0031584","hsa-miR-1279"
"61651","hsa_circ_0031584","hsa-miR-1281"
"61652","hsa_circ_0031584","hsa-miR-1283"
"61653","hsa_circ_0031584","hsa-miR-1286"
"61654","hsa_circ_0031584","hsa-miR-1290"
"61655","hsa_circ_0031584","hsa-miR-1299"
"61656","hsa_circ_0031584","hsa-miR-1304-5p"
"61657","hsa_circ_0031584","hsa-miR-1305"
"61658","hsa_circ_0031584","hsa-miR-1324"
"61659","hsa_circ_0031584","hsa-miR-146b-3p"
"61660","hsa_circ_0031584","hsa-miR-182-5p"
"61661","hsa_circ_0031584","hsa-miR-1825"
"61662","hsa_circ_0031584","hsa-miR-1827"
"61663","hsa_circ_0031584","hsa-miR-186-5p"
"61664","hsa_circ_0031584","hsa-miR-197-3p"
"61665","hsa_circ_0031584","hsa-miR-198"
"61666","hsa_circ_0031584","hsa-miR-203a-3p"
"61667","hsa_circ_0031584","hsa-miR-223-3p"
"61668","hsa_circ_0031584","hsa-miR-31-5p"
"61669","hsa_circ_0031584","hsa-miR-323a-3p"
"61670","hsa_circ_0031584","hsa-miR-324-5p"
"61671","hsa_circ_0031584","hsa-miR-326"
"61672","hsa_circ_0031584","hsa-miR-330-3p"
"61673","hsa_circ_0031584","hsa-miR-330-5p"
"61674","hsa_circ_0031584","hsa-miR-331-5p"
"61675","hsa_circ_0031584","hsa-miR-337-3p"
"61676","hsa_circ_0031584","hsa-miR-375-3p"
"61677","hsa_circ_0031584","hsa-miR-382-5p"
"61678","hsa_circ_0031584","hsa-miR-383-5p"
"61679","hsa_circ_0031584","hsa-miR-409-3p"
"61680","hsa_circ_0031584","hsa-miR-421"
"61681","hsa_circ_0031584","hsa-miR-431-5p"
"61682","hsa_circ_0031584","hsa-miR-432-5p"
"61683","hsa_circ_0031584","hsa-miR-487a-3p"
"61684","hsa_circ_0031584","hsa-miR-494-3p"
"61685","hsa_circ_0031584","hsa-miR-495-3p"
"61686","hsa_circ_0031584","hsa-miR-507"
"61687","hsa_circ_0031584","hsa-miR-513a-3p"
"61688","hsa_circ_0031584","hsa-miR-518a-5p"
"61689","hsa_circ_0031584","hsa-miR-520g-3p"
"61690","hsa_circ_0031584","hsa-miR-520h"
"61691","hsa_circ_0031584","hsa-miR-524-3p"
"61692","hsa_circ_0031584","hsa-miR-525-3p"
"61693","hsa_circ_0031584","hsa-miR-526b-5p"
"61694","hsa_circ_0031584","hsa-miR-527"
"61695","hsa_circ_0031584","hsa-miR-548c-3p"
"61696","hsa_circ_0031584","hsa-miR-548k"
"61697","hsa_circ_0031584","hsa-miR-548l"
"61698","hsa_circ_0031584","hsa-miR-548m"
"61699","hsa_circ_0031584","hsa-miR-549a-3p"
"61700","hsa_circ_0031584","hsa-miR-556-3p"
"61701","hsa_circ_0031584","hsa-miR-557"
"61702","hsa_circ_0031584","hsa-miR-562"
"61703","hsa_circ_0031584","hsa-miR-570-3p"
"61704","hsa_circ_0031584","hsa-miR-577"
"61705","hsa_circ_0031584","hsa-miR-578"
"61706","hsa_circ_0031584","hsa-miR-579-3p"
"61707","hsa_circ_0031584","hsa-miR-580-3p"
"61708","hsa_circ_0031584","hsa-miR-582-3p"
"61709","hsa_circ_0031584","hsa-miR-584-5p"
"61710","hsa_circ_0031584","hsa-miR-587"
"61711","hsa_circ_0031584","hsa-miR-593-3p"
"61712","hsa_circ_0031584","hsa-miR-599"
"61713","hsa_circ_0031584","hsa-miR-604"
"61714","hsa_circ_0031584","hsa-miR-607"
"61715","hsa_circ_0031584","hsa-miR-609"
"61716","hsa_circ_0031584","hsa-miR-618"
"61717","hsa_circ_0031584","hsa-miR-622"
"61718","hsa_circ_0031584","hsa-miR-623"
"61719","hsa_circ_0031584","hsa-miR-624-3p"
"61720","hsa_circ_0031584","hsa-miR-625-5p"
"61721","hsa_circ_0031584","hsa-miR-629-5p"
"61722","hsa_circ_0031584","hsa-miR-630"
"61723","hsa_circ_0031584","hsa-miR-633"
"61724","hsa_circ_0031584","hsa-miR-634"
"61725","hsa_circ_0031584","hsa-miR-635"
"61726","hsa_circ_0031584","hsa-miR-640"
"61727","hsa_circ_0031584","hsa-miR-643"
"61728","hsa_circ_0031584","hsa-miR-647"
"61729","hsa_circ_0031584","hsa-miR-652-3p"
"61730","hsa_circ_0031584","hsa-miR-654-3p"
"61731","hsa_circ_0031584","hsa-miR-659-3p"
"61732","hsa_circ_0031584","hsa-miR-660-5p"
"61733","hsa_circ_0031584","hsa-miR-671-5p"
"61734","hsa_circ_0031584","hsa-miR-7"
"61735","hsa_circ_0031584","hsa-miR-767-3p"
"61736","hsa_circ_0031584","hsa-miR-874-3p"
"61737","hsa_circ_0031584","hsa-miR-875-5p"
"61738","hsa_circ_0031584","hsa-miR-885-5p"
"61739","hsa_circ_0031584","hsa-miR-888-5p"
"61740","hsa_circ_0031584","hsa-miR-891b"
"61741","hsa_circ_0031584","hsa-miR-935"
"61742","hsa_circ_0031584","hsa-miR-938"
"61743","hsa_circ_0031584","hsa-miR-942-5p"
"61744","hsa_circ_0031584","hsa-miR-944"
"61745","hsa_circ_0006137","hsa-miR-100-5p"
"61746","hsa_circ_0006137","hsa-miR-1200"
"61747","hsa_circ_0006137","hsa-miR-1299"
"61748","hsa_circ_0006137","hsa-miR-431-5p"
"61749","hsa_circ_0006137","hsa-miR-513a-3p"
"61750","hsa_circ_0006137","hsa-miR-516b-5p"
"61751","hsa_circ_0006137","hsa-miR-518a-5p"
"61752","hsa_circ_0006137","hsa-miR-520f-3p"
"61753","hsa_circ_0006137","hsa-miR-527"
"61754","hsa_circ_0006137","hsa-miR-555"
"61755","hsa_circ_0006137","hsa-miR-598-3p"
"61756","hsa_circ_0006137","hsa-miR-767-5p"
"61757","hsa_circ_0006137","hsa-miR-99a-5p"
"61758","hsa_circ_0006137","hsa-miR-99b-5p"
"61759","hsa_circ_0031645","hsa-miR-1179"
"61760","hsa_circ_0031645","hsa-miR-1182"
"61761","hsa_circ_0031645","hsa-miR-1238-3p"
"61762","hsa_circ_0031645","hsa-miR-1272"
"61763","hsa_circ_0031645","hsa-miR-127-5p"
"61764","hsa_circ_0031645","hsa-miR-1283"
"61765","hsa_circ_0031645","hsa-miR-331-3p"
"61766","hsa_circ_0031645","hsa-miR-346"
"61767","hsa_circ_0031645","hsa-miR-488-3p"
"61768","hsa_circ_0031645","hsa-miR-495-3p"
"61769","hsa_circ_0031645","hsa-miR-507"
"61770","hsa_circ_0031645","hsa-miR-513a-3p"
"61771","hsa_circ_0031645","hsa-miR-520g-3p"
"61772","hsa_circ_0031645","hsa-miR-520h"
"61773","hsa_circ_0031645","hsa-miR-557"
"61774","hsa_circ_0031645","hsa-miR-568"
"61775","hsa_circ_0031645","hsa-miR-578"
"61776","hsa_circ_0031645","hsa-miR-579-3p"
"61777","hsa_circ_0031645","hsa-miR-587"
"61778","hsa_circ_0031645","hsa-miR-607"
"61779","hsa_circ_0031645","hsa-miR-609"
"61780","hsa_circ_0031645","hsa-miR-621"
"61781","hsa_circ_0031645","hsa-miR-623"
"61782","hsa_circ_0031645","hsa-miR-643"
"61783","hsa_circ_0031645","hsa-miR-661"
"61784","hsa_circ_0031645","hsa-miR-668-3p"
"61785","hsa_circ_0031645","hsa-miR-767-5p"
"61786","hsa_circ_0031645","hsa-miR-885-3p"
"61787","hsa_circ_0031645","hsa-miR-891b"
"61788","hsa_circ_0031645","hsa-miR-924"
"61789","hsa_circ_0031738","hsa-miR-1256"
"61790","hsa_circ_0031738","hsa-miR-146b-3p"
"61791","hsa_circ_0031738","hsa-miR-338-5p"
"61792","hsa_circ_0031738","hsa-miR-433-3p"
"61793","hsa_circ_0031738","hsa-miR-526b-5p"
"61794","hsa_circ_0031738","hsa-miR-548c-3p"
"61795","hsa_circ_0031738","hsa-miR-578"
"61796","hsa_circ_0031738","hsa-miR-874-3p"
"61797","hsa_circ_0000530","hsa-miR-1244"
"61798","hsa_circ_0000530","hsa-miR-1305"
"61799","hsa_circ_0000530","hsa-miR-188-3p"
"61800","hsa_circ_0000530","hsa-miR-198"
"61801","hsa_circ_0000530","hsa-miR-498-5p"
"61802","hsa_circ_0000530","hsa-miR-513a-3p"
"61803","hsa_circ_0000530","hsa-miR-515-5p"
"61804","hsa_circ_0000530","hsa-miR-545-3p"
"61805","hsa_circ_0000530","hsa-miR-548c-3p"
"61806","hsa_circ_0000530","hsa-miR-548p"
"61807","hsa_circ_0031856","hsa-miR-1233-3p"
"61808","hsa_circ_0031856","hsa-miR-1256"
"61809","hsa_circ_0031856","hsa-miR-1264"
"61810","hsa_circ_0031856","hsa-miR-1270"
"61811","hsa_circ_0031856","hsa-miR-127-5p"
"61812","hsa_circ_0031856","hsa-miR-1304-5p"
"61813","hsa_circ_0031856","hsa-miR-194-5p"
"61814","hsa_circ_0031856","hsa-miR-210-3p"
"61815","hsa_circ_0031856","hsa-miR-31-5p"
"61816","hsa_circ_0031856","hsa-miR-409-3p"
"61817","hsa_circ_0031856","hsa-miR-507"
"61818","hsa_circ_0031856","hsa-miR-515-5p"
"61819","hsa_circ_0031856","hsa-miR-520f-3p"
"61820","hsa_circ_0031856","hsa-miR-520g-3p"
"61821","hsa_circ_0031856","hsa-miR-520h"
"61822","hsa_circ_0031856","hsa-miR-557"
"61823","hsa_circ_0031856","hsa-miR-571"
"61824","hsa_circ_0031856","hsa-miR-586"
"61825","hsa_circ_0031856","hsa-miR-591"
"61826","hsa_circ_0031856","hsa-miR-595"
"61827","hsa_circ_0031856","hsa-miR-607"
"61828","hsa_circ_0031856","hsa-miR-620"
"61829","hsa_circ_0031856","hsa-miR-629-5p"
"61830","hsa_circ_0031856","hsa-miR-637"
"61831","hsa_circ_0031856","hsa-miR-659-3p"
"61832","hsa_circ_0031856","hsa-miR-767-5p"
"61833","hsa_circ_0031856","hsa-miR-769-5p"
"61834","hsa_circ_0031856","hsa-miR-891b"
"61835","hsa_circ_0031856","hsa-miR-942-5p"
"61836","hsa_circ_0032029","hsa-miR-1183"
"61837","hsa_circ_0032029","hsa-miR-1244"
"61838","hsa_circ_0032029","hsa-miR-1248"
"61839","hsa_circ_0032029","hsa-miR-1252-5p"
"61840","hsa_circ_0032029","hsa-miR-1263"
"61841","hsa_circ_0032029","hsa-miR-127-5p"
"61842","hsa_circ_0032029","hsa-miR-1276"
"61843","hsa_circ_0032029","hsa-miR-1283"
"61844","hsa_circ_0032029","hsa-miR-1290"
"61845","hsa_circ_0032029","hsa-miR-1299"
"61846","hsa_circ_0032029","hsa-miR-1305"
"61847","hsa_circ_0032029","hsa-miR-140-3p"
"61848","hsa_circ_0032029","hsa-miR-146b-3p"
"61849","hsa_circ_0032029","hsa-miR-151a-3p"
"61850","hsa_circ_0032029","hsa-miR-1827"
"61851","hsa_circ_0032029","hsa-miR-223-3p"
"61852","hsa_circ_0032029","hsa-miR-330-3p"
"61853","hsa_circ_0032029","hsa-miR-337-3p"
"61854","hsa_circ_0032029","hsa-miR-375-3p"
"61855","hsa_circ_0032029","hsa-miR-409-3p"
"61856","hsa_circ_0032029","hsa-miR-433-3p"
"61857","hsa_circ_0032029","hsa-miR-490-5p"
"61858","hsa_circ_0032029","hsa-miR-498-5p"
"61859","hsa_circ_0032029","hsa-miR-507"
"61860","hsa_circ_0032029","hsa-miR-516a-5p"
"61861","hsa_circ_0032029","hsa-miR-516b-5p"
"61862","hsa_circ_0032029","hsa-miR-548b-3p"
"61863","hsa_circ_0032029","hsa-miR-557"
"61864","hsa_circ_0032029","hsa-miR-562"
"61865","hsa_circ_0032029","hsa-miR-570-3p"
"61866","hsa_circ_0032029","hsa-miR-578"
"61867","hsa_circ_0032029","hsa-miR-582-3p"
"61868","hsa_circ_0032029","hsa-miR-587"
"61869","hsa_circ_0032029","hsa-miR-640"
"61870","hsa_circ_0032029","hsa-miR-643"
"61871","hsa_circ_0032029","hsa-miR-874-3p"
"61872","hsa_circ_0032029","hsa-miR-890"
"61873","hsa_circ_0032029","hsa-miR-891b"
"61874","hsa_circ_0032029","hsa-miR-95-3p"
"61875","hsa_circ_0003028","hsa-miR-1245a"
"61876","hsa_circ_0003028","hsa-miR-1264"
"61877","hsa_circ_0003028","hsa-miR-1281"
"61878","hsa_circ_0003028","hsa-miR-1289"
"61879","hsa_circ_0003028","hsa-miR-1298-5p"
"61880","hsa_circ_0003028","hsa-miR-1305"
"61881","hsa_circ_0003028","hsa-miR-1307-3p"
"61882","hsa_circ_0003028","hsa-miR-1322"
"61883","hsa_circ_0003028","hsa-miR-1324"
"61884","hsa_circ_0003028","hsa-miR-186-5p"
"61885","hsa_circ_0003028","hsa-miR-326"
"61886","hsa_circ_0003028","hsa-miR-330-5p"
"61887","hsa_circ_0003028","hsa-miR-361-3p"
"61888","hsa_circ_0003028","hsa-miR-383-5p"
"61889","hsa_circ_0003028","hsa-miR-421"
"61890","hsa_circ_0003028","hsa-miR-432-5p"
"61891","hsa_circ_0003028","hsa-miR-498-5p"
"61892","hsa_circ_0003028","hsa-miR-570-3p"
"61893","hsa_circ_0003028","hsa-miR-607"
"61894","hsa_circ_0003028","hsa-miR-618"
"61895","hsa_circ_0003028","hsa-miR-873-5p"
"61896","hsa_circ_0003028","hsa-miR-944"
"61897","hsa_circ_0032261","hsa-miR-1183"
"61898","hsa_circ_0032261","hsa-miR-1184"
"61899","hsa_circ_0032261","hsa-miR-1205"
"61900","hsa_circ_0032261","hsa-miR-1206"
"61901","hsa_circ_0032261","hsa-miR-1229-3p"
"61902","hsa_circ_0032261","hsa-miR-1236-3p"
"61903","hsa_circ_0032261","hsa-miR-1248"
"61904","hsa_circ_0032261","hsa-miR-1250-5p"
"61905","hsa_circ_0032261","hsa-miR-1251-5p"
"61906","hsa_circ_0032261","hsa-miR-1252-5p"
"61907","hsa_circ_0032261","hsa-miR-1256"
"61908","hsa_circ_0032261","hsa-miR-1261"
"61909","hsa_circ_0032261","hsa-miR-1264"
"61910","hsa_circ_0032261","hsa-miR-1270"
"61911","hsa_circ_0032261","hsa-miR-1272"
"61912","hsa_circ_0032261","hsa-miR-1299"
"61913","hsa_circ_0032261","hsa-miR-1322"
"61914","hsa_circ_0032261","hsa-miR-1324"
"61915","hsa_circ_0032261","hsa-miR-147b"
"61916","hsa_circ_0032261","hsa-miR-149-5p"
"61917","hsa_circ_0032261","hsa-miR-155"
"61918","hsa_circ_0032261","hsa-miR-191-5p"
"61919","hsa_circ_0032261","hsa-miR-194-5p"
"61920","hsa_circ_0032261","hsa-miR-210-3p"
"61921","hsa_circ_0032261","hsa-miR-330-3p"
"61922","hsa_circ_0032261","hsa-miR-337-3p"
"61923","hsa_circ_0032261","hsa-miR-370-3p"
"61924","hsa_circ_0032261","hsa-miR-382-5p"
"61925","hsa_circ_0032261","hsa-miR-384"
"61926","hsa_circ_0032261","hsa-miR-421"
"61927","hsa_circ_0032261","hsa-miR-490-5p"
"61928","hsa_circ_0032261","hsa-miR-496"
"61929","hsa_circ_0032261","hsa-miR-502-5p"
"61930","hsa_circ_0032261","hsa-miR-513a-5p"
"61931","hsa_circ_0032261","hsa-miR-515-3p"
"61932","hsa_circ_0032261","hsa-miR-516b-5p"
"61933","hsa_circ_0032261","hsa-miR-519e-3p"
"61934","hsa_circ_0032261","hsa-miR-520g-3p"
"61935","hsa_circ_0032261","hsa-miR-520h"
"61936","hsa_circ_0032261","hsa-miR-526b-5p"
"61937","hsa_circ_0032261","hsa-miR-545-3p"
"61938","hsa_circ_0032261","hsa-miR-548k"
"61939","hsa_circ_0032261","hsa-miR-548l"
"61940","hsa_circ_0032261","hsa-miR-567"
"61941","hsa_circ_0032261","hsa-miR-570-3p"
"61942","hsa_circ_0032261","hsa-miR-576-5p"
"61943","hsa_circ_0032261","hsa-miR-578"
"61944","hsa_circ_0032261","hsa-miR-580-3p"
"61945","hsa_circ_0032261","hsa-miR-581"
"61946","hsa_circ_0032261","hsa-miR-586"
"61947","hsa_circ_0032261","hsa-miR-620"
"61948","hsa_circ_0032261","hsa-miR-623"
"61949","hsa_circ_0032261","hsa-miR-626"
"61950","hsa_circ_0032261","hsa-miR-639"
"61951","hsa_circ_0032261","hsa-miR-649"
"61952","hsa_circ_0032261","hsa-miR-656-3p"
"61953","hsa_circ_0032261","hsa-miR-7"
"61954","hsa_circ_0032261","hsa-miR-766-3p"
"61955","hsa_circ_0032261","hsa-miR-767-3p"
"61956","hsa_circ_0032261","hsa-miR-892a"
"61957","hsa_circ_0032261","hsa-miR-892b"
"61958","hsa_circ_0032261","hsa-miR-942-5p"
"61959","hsa_circ_0002564","hsa-miR-1178-3p"
"61960","hsa_circ_0002564","hsa-miR-1179"
"61961","hsa_circ_0002564","hsa-miR-1197"
"61962","hsa_circ_0002564","hsa-miR-1257"
"61963","hsa_circ_0002564","hsa-miR-1276"
"61964","hsa_circ_0002564","hsa-miR-1299"
"61965","hsa_circ_0002564","hsa-miR-1324"
"61966","hsa_circ_0002564","hsa-miR-144-3p"
"61967","hsa_circ_0002564","hsa-miR-149-5p"
"61968","hsa_circ_0002564","hsa-miR-326"
"61969","hsa_circ_0002564","hsa-miR-330-5p"
"61970","hsa_circ_0002564","hsa-miR-433-3p"
"61971","hsa_circ_0002564","hsa-miR-513a-5p"
"61972","hsa_circ_0002564","hsa-miR-516b-5p"
"61973","hsa_circ_0002564","hsa-miR-526b-5p"
"61974","hsa_circ_0002564","hsa-miR-549a-3p"
"61975","hsa_circ_0002564","hsa-miR-566"
"61976","hsa_circ_0002564","hsa-miR-570-3p"
"61977","hsa_circ_0002564","hsa-miR-577"
"61978","hsa_circ_0002564","hsa-miR-615-5p"
"61979","hsa_circ_0002564","hsa-miR-616-3p"
"61980","hsa_circ_0002564","hsa-miR-618"
"61981","hsa_circ_0002564","hsa-miR-626"
"61982","hsa_circ_0002564","hsa-miR-657"
"61983","hsa_circ_0002564","hsa-miR-665"
"61984","hsa_circ_0002564","hsa-miR-668-3p"
"61985","hsa_circ_0002564","hsa-miR-876-3p"
"61986","hsa_circ_0002564","hsa-miR-885-3p"
"61987","hsa_circ_0002564","hsa-miR-885-5p"
"61988","hsa_circ_0005252","hsa-miR-1184"
"61989","hsa_circ_0005252","hsa-miR-1231"
"61990","hsa_circ_0005252","hsa-miR-1248"
"61991","hsa_circ_0005252","hsa-miR-1249-3p"
"61992","hsa_circ_0005252","hsa-miR-1253"
"61993","hsa_circ_0005252","hsa-miR-1263"
"61994","hsa_circ_0005252","hsa-miR-1276"
"61995","hsa_circ_0005252","hsa-miR-1294"
"61996","hsa_circ_0005252","hsa-miR-1827"
"61997","hsa_circ_0005252","hsa-miR-31-5p"
"61998","hsa_circ_0005252","hsa-miR-383-5p"
"61999","hsa_circ_0005252","hsa-miR-498-5p"
"62000","hsa_circ_0005252","hsa-miR-520g-3p"
"62001","hsa_circ_0005252","hsa-miR-520h"
"62002","hsa_circ_0005252","hsa-miR-558"
"62003","hsa_circ_0005252","hsa-miR-572"
"62004","hsa_circ_0005252","hsa-miR-583"
"62005","hsa_circ_0005252","hsa-miR-635"
"62006","hsa_circ_0005252","hsa-miR-648"
"62007","hsa_circ_0005252","hsa-miR-663b"
"62008","hsa_circ_0005252","hsa-miR-668-3p"
"62009","hsa_circ_0005252","hsa-miR-876-3p"
"62010","hsa_circ_0007332","hsa-miR-1205"
"62011","hsa_circ_0007332","hsa-miR-1225-5p"
"62012","hsa_circ_0007332","hsa-miR-1245a"
"62013","hsa_circ_0007332","hsa-miR-1264"
"62014","hsa_circ_0007332","hsa-miR-127-5p"
"62015","hsa_circ_0007332","hsa-miR-1286"
"62016","hsa_circ_0007332","hsa-miR-1292-5p"
"62017","hsa_circ_0007332","hsa-miR-203a-3p"
"62018","hsa_circ_0007332","hsa-miR-432-5p"
"62019","hsa_circ_0007332","hsa-miR-502-5p"
"62020","hsa_circ_0007332","hsa-miR-516b-5p"
