ensembl_id,mean,median,longest_isoform,merged,gene_name
ENSG00000302965.1,597,597,597,597,ENSG00000302965
ENSG00000268649.5,594,594,594,594,ENSG00000268649
ENSG00000284040.1,80,80,80,80,MIR296
ENSG00000216031.1,88,88,88,88,MIR298
ENSG00000235590.10,1369,1296,2341,4627,GNAS-AS1
ENSG00000293655.1,1306,1306,1306,1306,ENSG00000293655
ENSG00000087460.29,1769,1622,4032,9488,GNAS
ENSG00000276859.1,103,103,103,103,ENSG00000276859
ENSG00000276722.1,114,114,114,114,ENSG00000276722
ENSG00000274491.1,112,112,112,112,ENSG00000274491
ENSG00000275069.1,121,121,121,121,ENSG00000275069
ENSG00000225806.9,845,882,1143,2119,ENSG00000225806
ENSG00000270951.1,390,390,390,390,ENSG00000270951
ENSG00000303576.1,502,502,502,502,ENSG00000303576
ENSG00000285091.1,1925,1925,1925,1925,ENSG00000285091
ENSG00000284985.1,179,179,179,179,ENSG00000284985
ENSG00000101158.15,2270,2270,2303,2303,NELFCD
ENSG00000101160.15,2455,1643,10849,12994,CTSZ
ENSG00000101162.4,3321,3321,3321,3321,TUBB1
ENSG00000124172.10,2061,1878,3610,5081,ATP5F1E
ENSG00000289837.2,1173,1173,1173,1173,ENSG00000289837
ENSG00000101166.16,1723,1723,2503,2522,PRELID3B
ENSG00000308438.1,606,606,606,606,ENSG00000308438
ENSG00000232925.2,408,408,408,408,MRPS16P2
ENSG00000124203.7,10390,10390,10953,11340,ZNF831
ENSG00000308239.1,403,403,403,403,ENSG00000308239
ENSG00000124205.18,2253,2424,2655,2717,EDN3
ENSG00000225129.1,593,593,593,593,ENSG00000225129
ENSG00000230352.1,620,620,620,620,ENSG00000230352
ENSG00000286309.2,560,560,631,1121,ENSG00000286309
ENSG00000294804.1,467,467,467,467,ENSG00000294804
ENSG00000307134.1,687,687,875,1038,ENSG00000307134
ENSG00000233686.3,219,219,219,219,PIEZO1P1
ENSG00000287752.2,815,539,1474,1495,ENSG00000287752
ENSG00000227282.1,566,566,566,566,ENSG00000227282
ENSG00000087495.17,2243,2252,2736,4038,PHACTR3
ENSG00000238194.2,2244,2244,2244,2244,PHACTR3-AS1
ENSG00000238777.1,62,62,62,62,RNU7-141P
ENSG00000196074.13,5510,5510,5541,5548,SYCP2
ENSG00000196227.11,5119,5119,5152,5299,FAM217B
ENSG00000132825.7,3643,3643,3643,3643,PPP1R3D
ENSG00000124215.17,3009,2494,4602,4827,CDH26
ENSG00000296379.1,657,657,657,657,ENSG00000296379
ENSG00000297617.1,1228,1228,1271,1611,ENSG00000297617
ENSG00000228340.9,1514,1142,4120,26284,MIR646HG
ENSG00000276093.1,513,513,513,513,ENSG00000276093
ENSG00000309312.1,748,748,748,748,ENSG00000309312
ENSG00000207802.1,94,94,94,94,MIR646
ENSG00000309272.1,641,641,641,641,ENSG00000309272
ENSG00000309290.1,911,844,1251,1307,ENSG00000309290
ENSG00000229690.1,477,477,477,477,MTCO2P1
ENSG00000305753.1,818,818,1156,1307,ENSG00000305753
ENSG00000305725.1,1127,1079,1496,1578,ENSG00000305725
ENSG00000266140.1,71,71,71,71,MIR4533
ENSG00000306324.1,314,314,314,314,ENSG00000306324
ENSG00000265617.1,64,64,64,64,MIR548AG2
ENSG00000298927.1,2135,2135,2135,2135,ENSG00000298927
ENSG00000302709.1,458,458,458,458,ENSG00000302709
ENSG00000297696.1,1336,1336,1336,1336,ENSG00000297696
ENSG00000276627.4,1314,1495,2016,4080,ENSG00000276627
ENSG00000261035.1,2208,2208,2208,2208,ENSG00000261035
ENSG00000229755.1,500,500,500,500,ENSG00000229755
ENSG00000229606.3,1102,1118,1185,2160,LINC01718
ENSG00000289577.3,719,712,840,1872,ENSG00000289577
ENSG00000301747.1,603,603,603,603,ENSG00000301747
ENSG00000293822.1,570,570,651,813,ENSG00000293822
ENSG00000179242.16,4366,3304,6678,7516,CDH4
ENSG00000286232.1,3567,3567,3567,3567,ENSG00000286232
ENSG00000276786.1,977,977,977,977,ENSG00000276786
ENSG00000277270.3,2184,2184,2614,3566,ENSG00000277270
ENSG00000299321.1,960,960,960,960,ENSG00000299321
ENSG00000179253.3,2000,2000,2000,2000,ENSG00000179253
ENSG00000225106.2,872,872,1066,1483,ENSG00000225106
ENSG00000303394.1,389,389,389,389,ENSG00000303394
ENSG00000130699.20,4699,4699,4699,4699,TAF4
ENSG00000284193.1,117,117,117,117,MIR1257
ENSG00000301891.1,757,757,757,757,ENSG00000301891
ENSG00000235018.1,528,528,528,528,RPL17P48
ENSG00000283078.2,1528,1528,1528,1528,ENSG00000283078
ENSG00000265306.1,84,84,84,84,MIR3195
ENSG00000297946.1,289,289,289,289,ENSG00000297946
ENSG00000289236.2,1089,587,2687,2810,ENSG00000289236
ENSG00000149657.20,1827,1827,2576,3036,LSM14B
ENSG00000101182.15,886,925,962,1570,PSMA7
ENSG00000184402.15,2893,2893,4549,4567,SS18L1
ENSG00000289537.3,1151,1151,1430,1927,ENSG00000289537
ENSG00000101181.18,3747,3747,3747,3747,MTG2
ENSG00000101180.17,2055,2055,2692,2692,HRH3
ENSG00000130703.17,2781,2642,3944,4631,OSBPL2
ENSG00000130706.13,1423,1379,1530,1530,ADRM1
ENSG00000226332.2,681,681,681,681,ENSG00000226332
ENSG00000130702.15,11426,11426,11426,11426,LAMA5
ENSG00000284074.1,71,71,71,71,MIR4758
ENSG00000228812.10,725,725,725,725,LAMA5-AS1
ENSG00000300340.1,639,639,639,639,ENSG00000300340
ENSG00000293974.1,376,376,376,376,ENSG00000293974
ENSG00000293761.1,757,757,757,757,ENSG00000293761
ENSG00000273619.3,708,708,708,708,RPS21-DT
ENSG00000171858.18,592,418,1002,1036,RPS21
ENSG00000149679.12,3783,3783,3783,3783,CABLES2
ENSG00000275437.1,3700,3700,3700,3700,ENSG00000275437
ENSG00000130701.4,2799,2799,2799,2799,RBBP8NL
ENSG00000233017.4,784,784,899,1180,ENSG00000233017
ENSG00000130700.7,2620,2620,2620,2620,GATA5
ENSG00000272050.1,725,725,725,725,ENSG00000272050
ENSG00000296597.1,634,634,634,634,ENSG00000296597
ENSG00000296577.1,1040,940,1259,2667,ENSG00000296577
ENSG00000306877.1,884,884,884,884,ENSG00000306877
ENSG00000295226.1,515,515,515,515,ENSG00000295226
ENSG00000260542.1,2188,2188,2188,2188,ENSG00000260542
ENSG00000289548.3,1226,1226,1421,1575,ENSG00000289548
ENSG00000174403.18,1658,1475,3366,6435,CRMA
ENSG00000174407.16,1033,1033,1188,1228,MIR1-1HG
ENSG00000199017.2,71,71,71,71,MIR1-1
ENSG00000284508.1,102,102,102,102,MIR133A2
ENSG00000226094.1,714,714,714,714,RPL7P3
ENSG00000264490.3,1918,1918,1918,1918,ENSG00000264490
ENSG00000273812.3,1558,1558,1609,1955,LINC02970
ENSG00000289634.1,1070,1070,1070,1070,ENSG00000289634
ENSG00000295639.1,527,527,527,527,ENSG00000295639
ENSG00000295619.1,1419,1419,1419,1419,ENSG00000295619
ENSG00000295703.1,1027,1027,1027,1027,ENSG00000295703
ENSG00000229882.2,1125,1125,1125,1125,ENSG00000229882
ENSG00000232121.2,921,921,1014,1141,ENSG00000232121
ENSG00000167046.4,1933,1933,1933,1933,ENSG00000167046
ENSG00000101187.16,2690,2690,2716,2716,SLCO4A1
ENSG00000277496.1,1807,1807,1807,1807,SLCO4A1-AS2
ENSG00000276317.1,614,614,614,614,ENSG00000276317
ENSG00000232803.1,1420,1420,1420,1420,SLCO4A1-AS1
ENSG00000297489.1,671,671,671,671,ENSG00000297489
ENSG00000237687.3,591,591,591,591,LINC00686
ENSG00000294525.1,513,513,513,513,ENSG00000294525
ENSG00000101188.5,4133,4133,4133,4133,NTSR1
ENSG00000223669.1,739,739,739,739,ENSG00000223669
ENSG00000300239.1,543,543,543,543,ENSG00000300239
ENSG00000228705.5,1710,1864,2255,2723,LINC00659
ENSG00000304909.1,1648,1648,1648,1648,ENSG00000304909
ENSG00000101189.7,2752,2752,2752,2752,MRGBP
ENSG00000229873.3,1131,1131,1131,1131,OGFR-AS1
ENSG00000060491.17,3458,3458,4506,4702,OGFR
ENSG00000092758.18,2497,2497,2497,2497,COL9A3
ENSG00000101190.13,2539,2539,2625,3605,TCFL5
ENSG00000233838.5,249,249,249,249,DPH3P1
ENSG00000302953.1,1068,1068,1344,2058,ENSG00000302953
ENSG00000236527.1,526,526,526,526,ARF4P2
ENSG00000101191.17,5033,2833,8574,13283,DIDO1
ENSG00000273759.1,677,677,677,677,ENSG00000273759
ENSG00000101193.8,4369,4369,4369,4369,GID8
ENSG00000305631.1,721,721,721,721,ENSG00000305631
ENSG00000302769.1,2347,2347,2347,2347,ENSG00000302769
ENSG00000101194.18,3056,3056,3518,3582,SLC17A9
ENSG00000303266.1,976,976,976,976,ENSG00000303266
ENSG00000125533.6,1047,1047,1057,1109,BHLHE23
ENSG00000272259.6,1970,1970,3408,3867,LINC01749
ENSG00000125514.10,1439,1439,1761,1762,LINC00029
ENSG00000237119.1,1234,1234,1234,1234,LINC01056
ENSG00000231133.9,1698,1349,3323,4351,HAR1B
ENSG00000274915.1,118,118,118,118,ENSG00000274915
ENSG00000225978.4,1917,1917,1917,1917,HAR1A
ENSG00000287324.2,633,633,633,633,ENSG00000287324
ENSG00000296514.1,920,920,920,920,ENSG00000296514
ENSG00000260416.1,1965,1965,1965,1965,ENSG00000260416
ENSG00000286628.2,674,674,727,1189,ENSG00000286628
ENSG00000296824.1,479,479,479,479,ENSG00000296824
ENSG00000231977.3,1350,1350,1350,1350,ENSG00000231977
ENSG00000207598.1,87,87,87,87,MIR124-3
ENSG00000149658.18,1972,1972,3198,3206,YTHDF1
ENSG00000273821.1,462,462,462,462,ENSG00000273821
ENSG00000101197.13,1076,1302,1334,1550,BIRC7
ENSG00000266463.1,64,64,64,64,MIR3196
ENSG00000101198.15,1189,1353,1421,1686,NKAIN4
ENSG00000275620.1,7638,7638,7638,7638,FLJ16779
ENSG00000101199.13,2864,3183,3467,3547,ARFGAP1
ENSG00000266104.1,59,59,59,59,MIR4326
ENSG00000101203.17,8071,8071,8097,8187,COL20A1
ENSG00000222439.1,111,111,111,111,RNU6-994P
ENSG00000101204.18,5583,5583,5583,5583,CHRNA4
ENSG00000203900.2,3264,3264,3264,3264,ENSG00000203900
ENSG00000305182.1,1708,1708,1708,1708,ENSG00000305182
ENSG00000309924.1,1088,1088,1088,1088,ENSG00000309924
ENSG00000075043.21,3850,2814,9301,10690,KCNQ2
ENSG00000280936.1,519,519,519,519,ENSG00000280936
ENSG00000293847.1,644,644,644,644,ENSG00000293847
ENSG00000226390.1,789,789,789,789,KCNQ2-AS1
ENSG00000302022.1,590,590,590,590,ENSG00000302022
ENSG00000101210.14,1716,1731,1773,1773,EEF1A2
ENSG00000230226.2,1276,1356,1692,2858,ENSG00000230226
ENSG00000302611.1,1432,1611,1641,2408,ENSG00000302611
ENSG00000125534.11,1954,967,4070,4759,PPDPF
ENSG00000101213.7,2677,2677,2953,2953,PTK6
ENSG00000125508.4,4082,4082,4082,4082,SRMS
ENSG00000275812.1,328,328,328,328,ENSG00000275812
ENSG00000125531.7,1718,1112,2954,3063,FNDC11
ENSG00000130589.16,8914,8914,10002,10449,HELZ2
ENSG00000101216.11,4283,4280,4559,4767,GMEB2
ENSG00000232442.4,804,804,850,899,MHENCR
ENSG00000299587.1,383,383,383,383,ENSG00000299587
ENSG00000197457.10,2299,2299,2351,2449,STMN3
ENSG00000294538.1,749,749,749,749,ENSG00000294538
ENSG00000258366.12,4562,4566,4955,5197,RTEL1
ENSG00000026036.23,4824,4824,4824,4824,RTEL1-TNFRSF6B
ENSG00000243509.6,1140,1140,1140,1140,TNFRSF6B
ENSG00000101246.20,2126,2456,2974,3248,ARFRP1
ENSG00000197114.12,1895,1890,1945,2092,ZGPAT
ENSG00000273154.3,3119,3119,3119,3119,ENSG00000273154
ENSG00000274501.1,306,306,306,306,ENSG00000274501
ENSG00000203896.10,927,819,1157,1234,LIME1
ENSG00000273047.1,252,252,252,252,ENSG00000273047
ENSG00000125520.14,2361,2361,2361,2361,SLC2A4RG
ENSG00000130584.12,4254,5198,5231,5366,ZBTB46
ENSG00000229299.3,464,464,464,464,ZBTB46-AS2
ENSG00000298747.1,452,452,452,452,ENSG00000298747
ENSG00000231208.5,557,585,733,1385,ZBTB46-AS1
ENSG00000279610.1,480,480,480,480,C20orf181
ENSG00000268858.3,2214,2214,4012,4116,ENSG00000268858
ENSG00000183260.7,1491,1491,1491,1491,ABHD16B
ENSG00000101150.18,2158,2302,2362,2428,TPD52L2
ENSG00000290226.1,571,571,571,571,ENSG00000290226
ENSG00000101152.12,5249,5249,5249,5249,DNAJC5
ENSG00000199805.1,165,165,165,165,RNU1-134P
ENSG00000283206.1,72,72,72,72,MIR941-1
ENSG00000216141.3,72,72,72,72,MIR941-2
ENSG00000283513.1,72,72,72,72,MIR941-3
ENSG00000216195.3,72,72,72,72,MIR941-4
ENSG00000275842.1,72,72,72,72,MIR941-5
ENSG00000293818.1,475,475,475,475,ENSG00000293818
ENSG00000198276.16,1879,1845,1954,2272,UCKL1
ENSG00000284433.1,80,80,80,80,MIR1914
ENSG00000207554.1,96,96,96,96,MIR647
ENSG00000280213.1,3602,3602,3602,3602,UCKL1-AS1
ENSG00000196700.9,5982,5982,5982,5982,ZNF512B
ENSG00000302941.1,1121,1121,1261,1691,ENSG00000302941
ENSG00000130590.14,2178,2178,2178,2178,SAMD10
ENSG00000101161.8,3047,3047,3047,3047,PRPF6
ENSG00000196421.9,954,954,954,954,C20orf204
ENSG00000203883.7,1862,1862,1862,1862,SOX18
ENSG00000171703.17,1447,1427,1733,2167,TCEA2
ENSG00000237371.1,188,188,188,188,ENSG00000237371
ENSG00000171700.14,1564,1564,1619,1735,RGS19
ENSG00000274034.1,56,56,56,56,MIR6813
ENSG00000125510.18,3330,3385,3402,3640,OPRL1
ENSG00000171695.11,845,845,868,911,LKAAEAR1
ENSG00000286999.1,3775,3775,3775,3775,ENSG00000286999
ENSG00000196132.14,3907,3937,5758,6465,MYT1
ENSG00000125522.4,2337,2337,3323,3572,NPBWR2
ENSG00000300497.1,558,558,588,704,ENSG00000300497
ENSG00000203880.13,2797,3212,3859,3866,PCMTD2
ENSG00000278171.1,256,256,256,256,IL9RP5
ENSG00000232852.1,2812,2812,2812,2812,CICP4
ENSG00000293528.1,778,778,928,1438,ENSG00000293528
ENSG00000149656.10,183,183,183,183,ENSG00000149656
ENSG00000310230.1,446,446,493,705,ENSG00000310230
ENSG00000274727.1,555,555,555,555,IQSEC3P3
ENSG00000279493.1,513,513,513,513,ENSG00000279493
ENSG00000277117.6,3237,3237,3237,3237,ENSG00000277117
ENSG00000279687.1,479,479,479,479,ENSG00000279687
ENSG00000280071.5,1584,1584,1584,1584,ENSG00000280071
ENSG00000275464.6,3188,3188,3188,3188,ENSG00000275464
ENSG00000280433.2,3634,3634,3634,3634,ENSG00000280433
ENSG00000279669.2,458,458,458,458,ENSG00000279669
ENSG00000279094.4,1127,1127,1127,1127,LINC01670
ENSG00000274333.5,1875,1417,7628,10607,LINC03104
ENSG00000277777.1,101,101,101,101,Y_RNA
ENSG00000299259.1,410,410,410,410,ENSG00000299259
ENSG00000279186.1,2456,2456,2456,2456,ENSG00000279186
ENSG00000279784.1,307,307,307,307,ENSG00000279784
ENSG00000279064.2,1573,1573,1573,1573,ENSG00000279064
ENSG00000274559.3,460,460,460,460,ENSG00000274559
ENSG00000280013.1,207,207,207,207,ENSG00000280013
ENSG00000280191.4,713,713,713,713,ENSG00000280191
ENSG00000280179.2,3241,3241,3241,3241,ENSG00000280179
ENSG00000275993.4,4747,4747,4747,4747,ENSG00000275993
ENSG00000301217.1,725,725,725,725,ENSG00000301217
ENSG00000310452.1,380,380,380,380,ENSG00000310452
ENSG00000300807.1,1119,1119,1119,1119,ENSG00000300807
ENSG00000288187.2,1408,1408,2391,2752,ENSG00000288187
ENSG00000274790.1,101,101,101,101,Y_RNA
ENSG00000275496.5,1724,1722,2715,4686,ENSG00000275496
ENSG00000280019.1,1023,1023,1023,1023,ENSG00000280019
ENSG00000279709.1,741,741,741,741,ENSG00000279709
ENSG00000278903.6,1169,1143,2257,8649,ENSG00000278903
ENSG00000276902.1,101,101,101,101,Y_RNA
ENSG00000274276.6,2495,2495,2495,2495,ENSG00000274276
ENSG00000275895.8,945,945,945,945,ENSG00000275895
ENSG00000276076.6,2504,2504,2504,2504,ENSG00000276076
ENSG00000308817.1,461,461,461,461,ENSG00000308817
ENSG00000308804.1,1868,1868,2166,2208,ENSG00000308804
ENSG00000280145.4,1308,857,5990,11837,ENSG00000280145
ENSG00000279788.1,1031,1031,1031,1031,ENSG00000279788
ENSG00000279728.1,818,818,818,818,ENSG00000279728
ENSG00000280164.2,732,732,1032,1032,ENSG00000280164
ENSG00000279998.1,1612,1612,1612,1612,ENSG00000279998
ENSG00000305963.1,802,714,1125,1502,ENSG00000305963
ENSG00000284550.1,86,86,86,86,hsa-mir-8069-1
ENSG00000280172.1,1990,1990,1990,1990,ENSG00000280172
ENSG00000279751.1,458,458,458,458,ENSG00000279751
ENSG00000280018.5,1046,1029,1398,3219,ENSG00000280018
ENSG00000279477.1,924,924,924,924,ENSG00000279477
ENSG00000278884.1,593,593,593,593,ENSG00000278884
ENSG00000277067.5,1729,2016,2409,6395,ENSG00000277067
ENSG00000274046.1,101,101,101,101,Y_RNA
ENSG00000301877.1,540,540,618,934,ENSG00000301877
ENSG00000280330.1,1185,1185,1185,1185,CTBP2P10
ENSG00000307424.1,418,418,418,418,ENSG00000307424
ENSG00000279303.1,2456,2456,2456,2456,ENSG00000279303
ENSG00000298852.1,1141,1141,1751,1911,ENSG00000298852
ENSG00000279647.1,879,879,879,879,ENSG00000279647
ENSG00000279895.1,1029,1029,1029,1029,ENSG00000279895
ENSG00000276077.5,1727,1592,2420,6035,LINC03105
ENSG00000274484.1,101,101,101,101,Y_RNA
ENSG00000299096.1,451,451,451,451,ENSG00000299096
ENSG00000294710.1,1186,1186,1842,2002,ENSG00000294710
ENSG00000305532.1,418,418,418,418,ENSG00000305532
ENSG00000279177.1,1185,1185,1185,1185,CTBP2P9
ENSG00000277991.5,2829,1397,7632,8528,ENSG00000277991
ENSG00000308244.1,450,450,450,450,ENSG00000308244
ENSG00000276546.1,101,101,101,101,Y_RNA
ENSG00000273590.6,870,870,870,870,ENSG00000273590
ENSG00000277277.4,961,961,961,961,ENSG00000277277
ENSG00000278961.3,1050,1050,1050,1050,ENSG00000278961
ENSG00000276289.6,3195,3195,3195,3195,ENSG00000276289
ENSG00000279967.1,2456,2456,2456,2456,ENSG00000279967
ENSG00000304013.1,1889,1889,1889,1889,ENSG00000304013
ENSG00000278996.2,2498,2498,2498,2498,ENSG00000278996
ENSG00000295792.1,391,391,391,391,ENSG00000295792
ENSG00000275950.1,92,92,92,92,MIR6724-1
ENSG00000275664.1,90,90,90,90,ENSG00000275664
ENSG00000275708.1,180,180,180,180,MIR3648-1
ENSG00000277437.1,61,61,61,61,ENSG00000277437
ENSG00000280800.1,923,923,923,923,ENSG00000280800
ENSG00000278233.1,153,153,153,153,RNA5-8SN2
ENSG00000286155.1,479,479,479,479,ENSG00000286155
ENSG00000286252.1,331,331,331,331,ENSG00000286252
ENSG00000286057.1,234,234,234,234,ENSG00000286057
ENSG00000286012.1,312,312,312,312,ENSG00000286012
ENSG00000309985.1,389,389,389,389,ENSG00000309985
ENSG00000274060.1,92,92,92,92,MIR6724-2
ENSG00000277671.1,90,90,90,90,ENSG00000277671
ENSG00000281383.1,923,923,923,923,ENSG00000281383
ENSG00000277739.1,153,153,153,153,5_8S_rRNA
ENSG00000280441.4,2509,2509,2520,4395,ENSG00000280441
ENSG00000301656.1,391,391,391,391,ENSG00000301656
ENSG00000277379.1,92,92,92,92,MIR6724-3
ENSG00000274868.1,90,90,90,90,ENSG00000274868
ENSG00000280614.1,923,923,923,923,ENSG00000280614
ENSG00000275215.1,153,153,153,153,RNA5-8SN3
ENSG00000286267.1,479,479,479,479,ENSG00000286267
ENSG00000286146.1,329,329,329,329,ENSG00000286146
ENSG00000286054.1,234,234,234,234,ENSG00000286054
ENSG00000286178.1,312,312,312,312,ENSG00000286178
ENSG00000303477.1,402,402,402,402,ENSG00000303477
ENSG00000275692.1,92,92,92,92,MIR6724-4
ENSG00000278775.1,90,90,90,90,ENSG00000278775
ENSG00000281181.1,923,923,923,923,ENSG00000281181
ENSG00000278189.1,153,153,153,153,RNA5-8SN1
ENSG00000286149.1,479,479,479,479,ENSG00000286149
ENSG00000286032.1,333,333,333,333,ENSG00000286032
ENSG00000286091.1,234,234,234,234,ENSG00000286091
ENSG00000286148.1,312,312,312,312,ENSG00000286148
ENSG00000301596.1,418,418,418,418,ENSG00000301596
ENSG00000279990.1,438,438,438,438,RPSAP68
ENSG00000279615.1,397,397,397,397,ENSG00000279615
ENSG00000279167.1,102,102,102,102,ENSG00000279167
ENSG00000279579.4,1064,1056,1902,5925,LINC01666
ENSG00000286033.2,1305,1305,1457,2572,ENSG00000286033
ENSG00000279213.1,519,519,519,519,SNX18P10
ENSG00000306153.1,791,791,791,791,ENSG00000306153
ENSG00000280243.1,1081,1081,1081,1081,MTCO1P1
ENSG00000278931.1,1693,1693,1693,1693,ENSG00000278931
ENSG00000264462.1,180,180,180,180,MIR3648-2
ENSG00000264063.1,61,61,61,61,ENSG00000264063
ENSG00000291050.2,1214,1020,2232,6277,TEKT4P2
ENSG00000279501.1,227,227,227,227,ENSG00000279501
ENSG00000293623.1,1315,1315,1698,2446,ENSG00000293623
ENSG00000279414.1,509,509,509,509,CDRT15P9
ENSG00000304224.1,1336,1406,1700,2013,ENSG00000304224
ENSG00000280436.1,510,510,510,510,ENSG00000280436
ENSG00000188681.14,1312,1312,1312,1312,TEKT4P2
ENSG00000279720.1,501,501,501,501,SOWAHCP2
ENSG00000279381.1,204,204,204,204,ENSG00000279381
ENSG00000295673.1,524,524,524,524,ENSG00000295673
ENSG00000310022.1,552,527,651,852,ENSG00000310022
ENSG00000278932.7,1250,1271,1936,4704,ENSG00000278932
ENSG00000310045.1,665,665,665,665,ENSG00000310045
ENSG00000279718.1,759,759,759,759,SNX18P12
ENSG00000310061.1,1458,1458,1458,1458,ENSG00000310061
ENSG00000279208.1,768,768,768,768,ENSG00000279208
ENSG00000293062.2,1084,1084,1200,1670,ENSG00000293062
ENSG00000279864.3,186,186,186,186,NCOR1P4
ENSG00000309615.1,1438,1438,1438,1438,ENSG00000309615
ENSG00000279211.1,392,392,392,392,ENSG00000279211
ENSG00000309577.1,453,453,453,453,ENSG00000309577
ENSG00000275631.1,176,176,176,176,U1
ENSG00000301428.1,971,971,971,971,ENSG00000301428
ENSG00000296512.1,438,438,438,438,ENSG00000296512
ENSG00000293035.2,1078,920,2320,5538,LINC01667
ENSG00000280081.5,123,123,123,123,LINC01667
ENSG00000279783.1,348,348,348,348,ENSG00000279783
ENSG00000264002.2,284,284,284,284,RN7SL52P
ENSG00000252199.1,95,95,95,95,SNORA70
ENSG00000279321.1,676,676,676,676,ENSG00000279321
ENSG00000293037.2,959,920,1740,3953,ENSG00000293037
ENSG00000270533.3,547,547,547,547,ENSG00000270533
ENSG00000280372.1,1495,1495,1495,1495,ENSG00000280372
ENSG00000279851.3,1490,1490,1942,2844,ENSG00000279851
ENSG00000279062.1,586,586,586,586,CDRT15P8
ENSG00000277693.3,1247,1226,2036,3673,ENSG00000277693
ENSG00000275945.1,806,806,806,806,EIF3FP1
ENSG00000307116.1,208,208,208,208,ENSG00000307116
ENSG00000275592.1,903,903,903,903,VN1R7P
ENSG00000297483.1,246,246,246,246,ENSG00000297483
ENSG00000293834.1,423,423,423,423,ENSG00000293834
ENSG00000278106.1,135,135,135,135,ENSG00000278106
ENSG00000290523.2,1941,2009,2321,5624,ENSG00000290523
ENSG00000187172.16,2598,2598,2598,2598,BAGE2
ENSG00000273840.2,1477,662,3336,3427,ENSG00000273840
ENSG00000274391.5,2148,2089,2542,2596,TPTE
ENSG00000278678.1,296,296,296,296,CYCSP41
ENSG00000273872.1,289,289,289,289,SLC25A15P4
ENSG00000276556.1,311,311,311,311,ENSG00000276556
ENSG00000277282.1,353,353,353,353,IGHV1OR21-1
ENSG00000229306.1,323,323,323,323,ENSG00000229306
ENSG00000309886.1,595,595,595,595,ENSG00000309886
ENSG00000290568.2,975,933,1508,2928,ENSG00000290568
ENSG00000224309.8,1610,1610,1610,1610,ANKRD30BP2
ENSG00000207097.1,107,107,107,107,RNU6-614P
ENSG00000168122.4,3216,3216,3216,3216,ZNF355P
ENSG00000237202.1,564,564,564,564,BNIP3P43
ENSG00000298605.1,888,888,888,888,ENSG00000298605
ENSG00000297036.1,384,384,384,384,ENSG00000297036
ENSG00000280108.2,607,607,607,607,ENSG00000280108
ENSG00000294575.1,1438,1438,1438,1438,ENSG00000294575
ENSG00000185390.2,296,296,296,296,FGF7P2
ENSG00000175302.5,2186,2186,2186,2186,ANKRD30BP1
ENSG00000266211.1,77,77,77,77,MIR3156-3
ENSG00000226930.1,697,697,697,697,GTF2IP2
ENSG00000219280.1,893,893,893,893,VN1R8P
ENSG00000228159.3,994,994,1095,1296,LINC01674
ENSG00000228184.1,2981,2981,2981,2981,SNX19P1
ENSG00000179381.8,976,976,976,976,OR4K11P
ENSG00000218549.2,945,945,945,945,OR4K12P
ENSG00000166351.11,4226,4226,6464,6955,POTED
ENSG00000207476.1,107,107,107,107,RNU6-286P
ENSG00000266299.1,76,76,76,76,MIR3118-1
ENSG00000278381.1,284,284,284,284,ENSG00000278381
ENSG00000227874.1,1110,1110,1110,1110,GRAMD4P1
ENSG00000214319.2,1095,1095,1095,1095,CXADRP1
ENSG00000279773.1,1839,1839,1839,1839,ENSG00000279773
ENSG00000273692.1,666,666,666,666,LONRF2P5
ENSG00000299540.1,1131,1165,1604,2432,ENSG00000299540
ENSG00000278618.1,86,86,86,86,MIR8069
ENSG00000229231.1,1995,1995,1995,1995,FEM1AP1
ENSG00000224922.1,458,458,458,458,ENSG00000224922
ENSG00000173231.6,1181,1181,1181,1181,TERF1P1
ENSG00000232797.1,507,507,507,507,FAM207CP
ENSG00000224860.1,1230,1230,1230,1230,GXYLT1P2
ENSG00000215562.2,932,932,932,932,CNN2P7
ENSG00000234538.1,292,292,292,292,ZNF114P1
ENSG00000290541.2,2431,2431,2431,2431,CYP4F29P
ENSG00000228314.2,446,446,446,446,CYP4F29P
ENSG00000230965.1,529,529,529,529,SNX18P13
ENSG00000290581.1,920,920,920,920,ENSG00000290581
ENSG00000215559.9,3717,3717,3717,3717,ANKRD20A11P
ENSG00000203616.2,333,333,333,333,RHOT1P2
ENSG00000291280.2,1327,1327,1327,1327,ENSG00000291280
ENSG00000223287.1,107,107,107,107,RNU6-954P
ENSG00000183249.8,450,450,450,450,NF1P3
ENSG00000233442.2,1275,1275,1275,1275,PPP6R2P1
ENSG00000275170.1,856,856,856,856,FRG2MP
ENSG00000224905.9,1247,1397,1566,6777,ENSG00000224905
ENSG00000300210.1,675,675,788,1070,ENSG00000300210
ENSG00000249493.1,492,492,492,492,ANKRD20A18P
ENSG00000201812.1,116,116,116,116,RNA5SP488
ENSG00000277572.1,89,89,89,89,ENSG00000277572
ENSG00000188992.12,1384,1431,1673,1673,LIPI
ENSG00000240755.1,578,578,578,578,ERLEC1P1
ENSG00000185272.14,1955,1955,1955,1955,RBM11
ENSG00000291052.2,1273,1094,3364,6383,ABCC13
ENSG00000243064.11,3842,3842,3842,3842,ABCC13
ENSG00000307579.1,780,780,780,780,ENSG00000307579
ENSG00000155304.6,3945,3945,3945,3945,HSPA13
ENSG00000296939.1,884,884,1236,1509,ENSG00000296939
ENSG00000155307.19,2039,2028,2744,3107,SAMSN1
