GENE_NAME,V1884,N58,V630,N60,V1297,NV1428,N82,V940,V2092,V624,V777,V553,V1441,V1921,V538,V1857,V456,NV912,V2089,V1823,V2241,N54,V655,V2110,V839,V125,N83,V637,V712,NV911,V2133,V1742,V1591,V108,V1874,V221,V148,N70,N87,V574,V359,V1337,V883,V1592,V1422,V1708,V1505,V18,V1788,V1776,N84,V1800,V716,N86,V888,V1321,V1279,V1528,V344,N85,V1699,V1456,V1394,V714,V67,V1090,V1860,V406,V1834,V1048,V806,V513,V1565,V1920
MIR4525,3,4,0,4,0,0,2,0,0,1,2,3,2,0,0,5,2,2,0,0,4,2,5,4,0,4,0,4,0,1,1,4,1,4,2,2,0,2,2,0,0,0,2,5,2,0,2,3,2,2,0,3,5,0,0,3,5,1,0,0,1,0,0,0,0,3,7,2,6,2,0,3,1,5
MIR514A3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3680-1,69,22,25,27,47,26,9,28,7,29,18,75,37,11,42,10,20,13,7,16,20,15,9,28,25,9,21,10,41,15,6,18,65,31,32,18,29,15,17,22,15,28,12,30,21,30,15,17,18,14,15,26,25,28,24,23,28,19,15,18,20,17,10,11,8,12,15,101,35,23,28,29,14,32
MIR361,4,2,0,1,1,1,0,0,3,1,6,2,1,0,1,4,6,3,1,4,4,1,3,0,2,6,2,1,5,3,2,2,0,0,2,9,1,2,0,0,0,1,0,3,3,4,2,0,1,0,6,4,1,0,2,6,2,0,4,0,3,2,6,2,8,2,0,2,5,2,1,1,2,2
MIR3648-2,57211,54212,29345,87441,32732,20047,98636,8099,45930,21254,39651,66150,46344,39014,41401,15364,34299,34171,87340,9053,29949,18930,66081,17890,26848,84133,41141,216038,22416,74997,42546,138980,44037,23261,29898,6842,84821,58437,63900,21816,194646,20598,5938,35037,32042,29305,15670,58006,45370,22437,33067,76045,48055,25299,71984,97881,39351,21057,81708,92790,28564,14974,28344,47140,115893,24693,17054,68999,25450,17728,15276,30041,7488,33750
MIR4481,0,1,1,2,3,0,3,0,4,1,0,0,2,0,0,0,0,1,0,0,0,3,4,3,0,3,1,0,0,2,1,0,0,0,2,0,4,1,4,0,1,0,0,1,0,0,1,0,0,0,2,0,1,2,3,2,0,0,0,0,4,0,0,0,1,3,1,0,3,0,0,2,0,3
MIR3671,3,10,18,14,27,12,22,25,2,21,20,13,30,10,41,15,62,6,10,6,17,28,21,11,16,14,24,5,5,2,0,17,18,43,25,47,12,24,1,15,7,8,9,34,9,13,8,11,18,8,11,26,46,12,11,43,23,6,11,13,25,31,23,15,22,29,20,21,16,10,19,18,9,19
MIR4287,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MIR3657,3,3,3,4,4,4,5,7,2,4,3,2,3,11,6,1,4,4,3,2,3,6,1,3,7,5,6,3,7,3,0,2,1,6,7,4,1,7,12,8,5,4,3,3,9,4,2,7,9,6,3,3,5,6,5,5,2,5,7,11,11,3,9,4,2,2,2,8,3,7,5,8,3,4
MIR548AA1,0,2,1,1,0,0,1,0,1,1,0,2,1,1,0,1,0,1,1,0,1,1,4,1,1,0,1,0,1,2,2,1,1,1,0,3,1,2,6,2,1,2,0,0,5,1,0,1,3,1,0,0,0,0,3,1,2,0,2,1,0,1,5,0,1,0,0,2,1,0,0,0,1,0
MIR1207,17,24,11,27,10,8,6,22,6,26,8,26,6,10,10,12,6,14,11,7,24,9,36,21,39,30,16,19,27,16,2,19,36,21,7,24,24,13,11,8,21,9,18,54,27,11,25,53,44,11,14,13,26,4,15,3,20,24,15,5,10,20,26,19,12,28,8,59,11,35,28,33,40,16
MIR4484,3,0,2,2,0,0,0,0,0,0,3,0,0,0,0,5,1,1,0,0,0,0,4,1,0,2,0,0,0,0,10,0,0,3,0,0,3,2,0,0,0,2,0,3,0,4,0,3,0,0,0,10,0,4,0,1,2,0,0,3,2,0,2,0,0,2,0,0,0,0,0,0,11,0
MIR941-5,7,9,4,5,5,5,15,3,1,3,2,39,4,1,5,2,8,4,4,8,10,6,6,2,3,4,9,7,3,4,1,7,7,4,3,4,9,3,2,2,8,6,4,1,6,5,1,9,5,1,1,5,17,3,6,5,9,2,11,2,7,1,2,4,7,2,4,13,4,10,6,5,2,5
MIR4642,12,8,9,8,3,10,7,10,10,2,4,19,5,17,13,6,10,12,15,10,22,10,9,10,13,17,15,5,3,9,2,8,6,9,12,7,16,5,30,8,8,9,11,7,11,3,6,4,15,13,15,9,15,17,8,10,5,9,5,30,4,5,3,4,10,12,5,9,9,8,8,4,12,15
MIR6735,6,5,9,13,7,1,0,3,6,3,10,16,9,4,2,2,13,0,7,2,7,4,4,3,6,9,8,1,6,2,2,3,6,5,7,4,10,6,0,7,12,4,7,3,5,6,0,3,2,3,3,7,22,3,14,6,2,1,6,4,6,4,6,6,2,1,0,7,2,7,1,7,7,8
MIR3195,8,6,1,11,0,4,1,2,4,4,3,17,4,1,2,4,3,2,6,1,11,0,13,2,4,10,6,2,5,4,3,8,2,12,3,0,12,3,7,1,8,2,2,2,1,2,4,2,7,3,6,4,0,2,9,1,4,5,4,4,7,4,3,1,6,5,5,7,5,2,1,3,7,6
MIR637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR4682,2,2,0,1,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,11,0,2,3,0,0,6,2,0,0,0,0,0,0,1,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,6,1,5,0,2,0,0,3,4,0,2,0,0,0,0,0,0,0
MIR1185-2,0,1,3,2,3,0,0,1,2,0,2,1,1,0,0,1,8,0,0,0,0,0,9,0,3,2,0,0,0,0,1,0,0,0,0,3,0,0,1,3,3,0,1,3,0,0,0,0,3,0,0,0,9,0,0,1,1,0,2,1,2,0,0,0,7,1,0,4,6,0,0,0,0,8
MIR126,2,9,11,18,3,4,8,9,3,5,6,15,2,0,9,5,11,2,9,4,5,18,17,7,8,9,5,2,18,3,1,9,6,32,5,6,17,30,1,18,28,2,10,7,21,9,1,6,12,1,3,36,20,1,15,30,8,0,3,0,13,3,3,4,32,24,8,3,5,5,2,10,5,16
MIR7151,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MIR24-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MIR6770-3,3,3,2,7,4,3,3,3,1,2,2,2,1,2,3,1,2,4,1,2,2,3,2,2,4,5,5,3,2,5,2,3,9,2,2,4,3,3,3,4,4,3,5,2,1,3,2,4,4,1,3,1,3,3,3,4,4,4,2,4,2,5,1,1,1,2,2,5,1,3,2,3,1,3
MIR9-2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR3977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4320,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,5,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,3
MIR548P,0,7,6,3,0,2,5,2,2,0,1,7,0,7,3,3,4,2,7,1,11,12,7,3,7,7,11,1,7,1,0,1,6,4,1,2,12,4,0,0,0,7,1,5,5,4,2,2,1,2,2,7,3,4,3,2,2,1,1,0,9,4,5,4,1,1,2,2,3,0,4,6,4,3
MIR4524B,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0
MIR548F3,0,0,0,0,2,0,3,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,1,0,0,0,2,0,1,0,2,1,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5
MIR6165,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,0,1,1,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,0,0,4,0,0,4,2,0,0,0,1
MIR373,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,1
MIR6887,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
MIR3124,15,16,16,20,3,14,7,5,20,16,66,24,19,19,13,14,3,12,55,7,11,22,16,14,31,2,10,11,10,18,17,17,8,7,23,17,15,62,5,22,21,11,6,13,10,9,5,13,13,3,10,17,30,2,18,7,23,8,34,4,25,14,7,21,12,19,27,20,15,9,12,22,13,29
MIR4519,1,3,1,8,12,2,1,4,2,4,4,12,2,3,4,0,4,2,6,3,5,8,6,3,6,24,5,0,7,0,2,4,2,6,3,6,5,11,8,1,5,4,5,8,9,4,7,4,4,0,3,4,17,1,6,4,11,2,2,5,4,4,4,4,8,3,7,5,3,5,5,5,5,14
MIR3653,8,6,5,5,5,4,5,4,2,3,4,6,3,3,4,2,3,3,9,4,3,7,6,2,4,7,8,2,3,5,3,4,4,4,6,3,14,3,4,4,7,4,5,2,5,4,4,5,6,3,9,5,4,3,5,3,4,3,2,6,6,4,3,8,4,2,4,5,6,6,6,5,5,3
MIR4719,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1183,2,2,2,15,1,5,5,14,7,0,11,14,0,5,5,9,0,10,9,6,2,10,1,0,4,8,6,3,2,5,0,3,7,8,7,1,7,3,4,0,4,6,8,9,7,4,0,3,8,5,6,5,5,4,8,15,3,4,4,6,8,2,8,8,4,3,0,6,2,7,5,4,2,5
MIR1184-1,18,30,18,38,3,18,13,1,22,19,28,8,28,18,16,6,13,29,51,1,21,31,33,39,18,36,22,3,15,35,6,57,22,16,18,11,29,23,37,17,38,21,2,12,15,22,41,21,29,15,27,42,23,10,51,18,54,34,28,43,19,16,20,11,39,9,18,17,3,0,2,19,36,16
MIR761,2,2,1,2,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,3,1,2,3,1,2,2,1,2,1,1,1,1,1,1,6,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,3,1,2
MIR6079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR4444-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR1202,3,3,0,0,0,0,0,0,0,0,0,1,1,0,6,5,0,0,0,0,3,0,0,0,0,6,0,3,0,1,3,3,0,1,0,2,10,0,2,0,2,1,0,0,0,0,2,0,0,0,3,10,0,0,2,3,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
MIR5706,3,5,12,7,5,10,12,10,2,5,4,28,5,12,7,3,5,4,8,4,14,10,6,14,8,18,8,7,11,7,2,14,9,22,6,9,17,7,1,9,2,10,8,19,11,24,2,16,3,6,15,8,12,5,10,8,17,8,10,3,14,9,6,6,4,7,8,9,11,5,10,11,11,9
MIR4313,3,12,1,1,1,1,3,1,4,3,1,4,1,1,7,1,1,4,4,2,1,1,2,0,4,1,1,4,4,2,1,7,0,19,4,1,7,3,1,0,3,0,2,1,0,3,1,3,3,0,1,35,1,0,1,3,5,0,1,1,0,3,5,1,1,0,0,2,3,1,8,11,3,1
MIR5196,4,1,4,3,3,8,8,1,6,2,1,9,2,1,1,6,2,8,10,1,1,13,1,3,1,7,12,3,3,5,3,3,2,2,1,0,17,2,5,1,5,2,2,1,1,1,3,1,23,3,23,3,2,2,6,1,1,1,1,4,27,3,1,1,1,1,2,3,1,1,1,3,1,2
MIR3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2
MIR6817,4,1,4,4,7,2,6,6,5,2,3,9,1,1,3,3,5,1,1,3,8,8,2,3,1,5,2,0,9,1,1,2,8,3,4,1,5,11,8,2,3,3,6,6,1,5,5,2,1,4,6,3,3,2,4,2,2,4,4,3,4,3,1,5,2,3,3,4,5,3,5,1,6,5
MIR216B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR633,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1
MIR548AS,0,4,0,2,0,0,4,1,0,0,1,0,3,2,0,0,7,0,0,0,0,0,6,0,0,2,4,3,1,0,0,0,0,0,3,16,2,2,0,4,2,0,0,0,1,2,2,1,0,4,2,0,8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,1
MIRLET7F2,1,0,1,1,3,0,1,3,3,2,4,2,3,3,4,6,1,1,6,1,2,8,5,2,6,1,12,1,1,2,0,5,6,3,2,3,0,2,0,1,2,1,1,1,3,6,1,2,3,1,1,2,1,5,2,5,2,1,2,1,5,3,2,3,1,1,0,7,14,4,1,7,0,2
MIR3912,0,0,1,1,0,0,1,0,0,1,4,0,1,0,0,1,0,1,2,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1,0,2,2,0,0,3,0,0,2,1,3,1,1,0,0,0,0,0,2
MIR4680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR20A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,1,1,1,2,1
MIR1178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR9500,0,0,0,3,0,0,2,0,1,0,0,3,2,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2
MIR766,12,19,25,20,23,11,26,15,8,13,28,50,18,24,38,9,44,4,7,17,12,20,23,10,21,9,12,19,27,3,0,24,17,37,21,18,6,28,11,10,8,17,11,33,13,13,13,17,4,5,10,35,36,19,31,31,22,9,6,27,15,13,11,6,13,13,8,26,22,22,6,29,8,37
MIR626,14,7,7,17,4,6,0,4,5,1,11,26,1,1,6,9,8,0,8,2,3,4,12,2,4,6,2,3,10,2,0,3,12,26,4,9,23,8,1,6,4,3,5,7,2,13,4,1,8,1,0,6,14,3,2,4,2,4,5,0,3,7,4,5,5,4,1,14,5,2,11,8,4,6
MIR5006,6,4,6,5,1,5,2,3,3,1,2,5,4,7,1,7,1,3,1,6,4,5,6,5,1,3,4,2,6,2,1,3,12,1,1,4,5,13,5,3,10,4,5,7,1,4,4,2,5,6,4,8,5,4,1,3,5,10,4,1,7,4,2,7,1,7,4,4,13,4,4,4,12,2
MIR205,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR4734,2,3,6,5,2,0,2,4,2,2,4,8,0,2,2,0,0,0,2,0,1,0,4,2,3,2,0,1,7,2,1,1,0,2,1,2,3,0,2,3,7,0,2,0,1,1,0,3,5,0,0,2,3,4,6,3,2,2,3,0,4,3,1,1,2,4,0,4,1,2,1,6,2,5
MIR665,0,0,0,0,6,2,0,4,0,2,0,2,2,0,0,2,5,0,0,0,0,0,3,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,5,2,0,0,2,0,7
MIR5579,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1
MIR1273D,10,8,1,1,0,5,4,1,4,6,0,11,2,5,0,5,3,0,2,4,0,0,1,11,1,1,1,1,3,4,1,5,2,3,2,6,0,4,5,3,1,6,0,2,8,5,3,2,4,4,5,1,2,3,6,3,1,3,4,2,11,4,2,1,2,2,4,12,7,2,4,8,2,3
MIR548I4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3118-3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR548A1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
MIR4772,0,1,0,4,0,0,0,0,1,0,0,13,0,2,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,3,2,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,7,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,5,3,3,2,2
MIR514B,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AH,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
MIR103B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR3691,9,2,17,9,8,1,5,12,4,9,7,22,10,9,3,3,12,10,1,3,18,18,8,5,23,9,15,6,3,7,4,3,16,12,7,11,12,7,9,7,5,9,7,14,15,12,10,16,7,9,4,7,8,15,0,11,10,6,10,2,14,7,8,16,2,19,2,16,4,5,15,5,11,5
MIR1224,0,9,1,7,0,0,0,0,2,0,0,4,2,0,0,2,1,1,2,0,0,0,3,0,0,3,2,0,2,2,5,0,3,3,3,0,0,3,2,0,0,1,2,5,0,0,2,9,0,0,2,1,3,0,1,4,4,0,4,0,3,2,0,3,1,1,4,0,2,0,1,0,4,2
MIR4717,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MIR4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIR4493,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR645,59,24,52,21,36,38,50,32,8,49,30,52,9,40,14,18,24,28,32,9,18,18,9,24,46,35,39,17,12,9,6,22,30,50,28,11,16,15,42,46,30,47,27,10,6,28,58,22,22,40,56,25,22,45,41,18,19,16,40,36,55,18,22,6,16,42,32,33,36,20,39,28,17,22
MIR1302-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR593,27,15,8,20,15,38,28,23,11,32,16,45,19,25,29,6,13,33,56,20,23,31,7,36,28,29,31,3,11,11,7,25,16,20,29,36,20,16,29,28,19,19,8,18,18,17,42,7,31,15,36,19,23,27,40,15,23,20,30,38,42,26,10,18,17,35,21,31,16,28,29,10,18,28
MIR8083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,2,0,0,0,0,3,2,0,0,0,0,9,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
MIR4424,0,0,0,0,0,0,0,3,2,0,2,0,3,0,0,1,0,0,0,0,2,0,2,0,3,0,0,0,0,0,3,0,0,0,0,1,0,3,3,0,0,4,6,0,0,0,0,5,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,5
MIR8071-2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR584,2,0,0,0,3,0,0,0,0,0,0,11,0,0,0,5,2,2,0,0,0,0,5,0,0,2,0,0,1,0,5,3,5,0,0,0,0,0,0,4,0,5,3,0,0,0,0,3,3,0,2,2,0,0,0,1,0,0,0,3,0,0,2,0,4,0,1,0,8,0,2,2,0,1
MIR6795,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,6,0,0,1,2,0,1,2,1,0,0,0,1,1,1,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MIR4750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR455,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,6,0,9,0,0,3,0,2,0,0,0,2,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,1,5,0,1,0,0,0
